player_id,player_name,season,age,team,position,games_played,minutes_per_game,points_per_game,assists_per_game,rebounds_per_game,steals_per_game,blocks_per_game,turnovers_per_game,fg_pct,fg3_pct,ft_pct,plus_minus,player_efficiency_rating,win_shares,box_plus_minus,vorp,salary_million_usd,mvp_award,all_star,all_nba,dpoy_award,is_legend
P00001,Larry Bird,1980,22,BOS,SF,68,25.1,16.7,2.8,4.8,0.9,0.5,0.5,0.396,0.314,0.821,-0.5,17.0,6.0,0.03,-0.68,3.68,0,0,0,0,1
P00001,Larry Bird,1981,23,BOS,SF,66,23.5,17.8,3.0,5.2,1.0,0.5,0.5,0.541,0.285,0.771,0.7,19.4,7.4,-1.36,-1.0,2.63,0,0,0,0,1
P00001,Larry Bird,1982,24,BOS,SF,82,30.7,16.1,3.2,5.4,1.0,0.5,1.1,0.43,0.375,0.761,1.1,21.3,11.2,2.08,5.79,4.06,0,0,0,0,1
P00001,Larry Bird,1983,25,BOS,SF,70,34.5,16.5,3.7,6.4,1.2,0.6,1.0,0.517,0.363,0.812,-2.6,20.8,7.7,1.37,3.28,1.36,0,0,0,0,1
P00001,Larry Bird,1984,26,BOS,SF,73,32.3,16.1,3.2,5.5,1.0,0.6,1.1,0.505,0.294,0.747,8.1,19.9,10.1,2.66,6.93,2.44,0,0,0,0,1
P00001,Larry Bird,1985,27,BOS,SF,81,32.4,21.5,3.8,6.5,1.2,0.7,0.9,0.531,0.381,0.811,-3.7,18.2,9.2,0.76,1.96,1.41,0,1,1,0,1
P00001,Larry Bird,1986,28,BOS,SF,74,31.0,18.8,3.6,6.1,1.1,0.6,0.8,0.56,0.308,0.802,-2.5,15.9,7.8,0.49,0.65,2.05,0,0,0,0,1
P00001,Larry Bird,1987,29,BOS,SF,73,27.1,20.8,3.8,6.5,1.2,0.6,1.1,0.437,0.359,0.733,4.0,21.3,7.2,1.08,2.91,2.98,0,0,0,0,1
P00001,Larry Bird,1988,30,BOS,SF,75,26.1,20.7,3.8,6.5,1.2,0.7,1.0,0.44,0.289,0.774,2.5,21.5,8.6,1.17,2.68,2.94,0,1,0,0,1
P00001,Larry Bird,1989,31,BOS,SF,66,29.3,19.7,3.5,6.1,1.1,0.6,1.4,0.53,0.307,0.685,1.6,18.7,7.3,-1.86,-1.0,8.19,0,0,0,0,1
P00001,Larry Bird,1990,32,BOS,SF,82,26.9,12.0,2.7,4.6,0.9,0.5,1.2,0.495,0.36,0.722,3.0,20.6,8.8,1.68,4.79,5.63,0,0,0,0,1
P00001,Moses Malone,1980,22,PHI,C,66,29.8,17.0,2.1,10.5,0.7,1.9,0.5,0.508,0.329,0.715,5.3,19.9,7.9,-0.52,-0.76,3.67,0,0,0,0,1
P00001,Moses Malone,1981,23,PHI,C,78,38.4,15.7,1.8,9.2,0.6,1.6,0.5,0.507,0.372,0.737,2.1,12.9,6.9,-1.31,-1.0,4.84,0,0,0,0,1
P00001,Moses Malone,1982,24,PHI,C,69,34.9,16.4,2.1,10.7,0.7,1.9,1.0,0.424,0.294,0.793,-0.4,15.4,6.9,1.17,2.68,3.01,0,0,0,0,1
P00001,Moses Malone,1983,25,PHI,C,82,31.6,15.6,2.0,10.0,0.7,1.8,0.7,0.461,0.4,0.754,4.7,16.2,9.0,-0.03,-0.0,3.8,0,0,0,0,1
P00001,Moses Malone,1984,26,PHI,C,76,33.8,16.7,2.0,10.0,0.7,1.8,0.5,0.422,0.29,0.686,5.8,16.8,8.9,0.83,2.36,3.55,0,0,0,0,1
P00001,Moses Malone,1985,27,PHI,C,82,30.5,15.2,2.2,10.9,0.8,2.0,0.5,0.528,0.33,0.811,7.9,14.7,9.3,-0.44,-0.75,4.4,0,0,0,0,1
P00001,Moses Malone,1986,28,PHI,C,65,31.6,15.8,1.8,9.0,0.6,1.6,0.5,0.53,0.305,0.691,4.2,16.2,8.6,2.28,4.35,4.27,0,0,0,0,1
P00001,Julius Erving,1980,22,PHI,SF,72,32.8,17.0,3.5,5.9,1.1,0.6,0.7,0.481,0.343,0.816,5.6,19.8,9.3,0.69,2.02,3.17,0,0,0,0,1
P00001,Julius Erving,1981,23,PHI,SF,71,32.8,16.6,3.3,5.6,1.0,0.6,0.9,0.47,0.384,0.792,4.4,18.4,6.5,-0.88,-1.0,7.42,0,0,0,0,1
P00001,Julius Erving,1982,24,PHI,SF,72,31.9,23.1,3.8,6.5,1.2,0.6,1.3,0.496,0.318,0.746,7.6,17.1,9.8,0.41,0.61,2.09,0,0,0,0,1
P00001,Julius Erving,1983,25,PHI,SF,72,34.5,19.0,3.7,6.3,1.2,0.6,0.7,0.548,0.318,0.874,9.0,20.7,7.5,0.55,0.89,1.05,0,1,0,0,1
P00001,Julius Erving,1984,26,PHI,SF,65,33.2,23.9,3.8,6.5,1.2,0.7,1.2,0.452,0.315,0.738,3.4,25.2,9.6,-0.79,-1.0,8.26,0,0,0,0,1
P00001,Julius Erving,1985,27,PHI,SF,69,27.6,17.6,3.5,6.0,1.1,0.6,0.8,0.453,0.263,0.726,-1.6,20.3,7.1,3.36,7.74,2.39,0,0,0,0,1
P00001,Julius Erving,1986,28,PHI,SF,72,29.4,13.9,2.9,5.1,0.9,0.5,0.7,0.462,0.306,0.741,1.7,20.2,9.0,0.4,1.13,0.5,0,0,0,0,1
P00001,Julius Erving,1987,29,PHI,SF,82,24.0,18.5,3.1,5.3,1.0,0.5,0.9,0.462,0.314,0.718,-1.2,17.8,6.4,2.17,6.0,6.23,0,0,0,0,1
P00001,Julius Erving,1988,30,PHI,SF,43,28.6,16.1,3.0,5.2,1.0,0.5,0.5,0.487,0.294,0.795,4.4,19.1,4.4,4.14,6.43,5.63,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1980,22,LAL,C,69,37.9,15.4,1.8,9.1,0.6,1.6,0.5,0.513,0.291,0.752,-6.4,17.1,9.2,-0.08,0.3,4.56,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1981,23,LAL,C,70,30.8,15.3,2.1,10.6,0.7,1.9,0.5,0.486,0.277,0.85,10.4,17.2,8.6,1.13,2.87,0.83,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1982,24,LAL,C,77,31.3,16.1,1.9,9.7,0.7,1.7,0.5,0.442,0.383,0.718,0.4,17.0,8.9,-0.14,-0.64,1.88,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1983,25,LAL,C,79,27.4,16.5,1.8,9.2,0.6,1.6,0.5,0.568,0.325,0.804,4.6,16.7,10.8,-0.32,-0.94,2.73,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1984,26,LAL,C,82,30.6,17.1,2.2,10.8,0.8,1.9,0.9,0.49,0.396,0.787,1.8,18.8,10.1,2.03,5.35,1.12,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1985,27,LAL,C,74,29.6,16.6,2.1,10.6,0.7,1.9,0.9,0.544,0.377,0.799,6.4,14.7,8.4,0.63,1.71,6.27,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1986,28,LAL,C,82,31.6,15.8,1.8,9.0,0.6,1.6,0.8,0.47,0.309,0.849,9.1,17.2,11.9,3.3,9.26,1.8,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1987,29,LAL,C,59,32.9,14.5,1.8,9.2,0.6,1.7,0.5,0.496,0.235,0.721,7.2,13.9,7.2,-0.5,-1.0,3.99,0,0,0,0,1
P00001,Kareem Abdul-Jabbar,1988,30,LAL,C,63,30.1,14.6,1.6,8.1,0.6,1.5,0.5,0.487,0.2,0.679,4.4,12.7,6.8,0.68,1.6,0.62,0,0,0,0,1
P00001,Michael Jordan,1985,22,CHI,SG,67,26.6,16.2,3.3,3.7,1.1,0.3,1.1,0.448,0.35,0.754,7.4,16.2,6.0,1.25,3.16,3.54,0,0,0,0,1
P00001,Michael Jordan,1986,23,CHI,SG,58,28.0,17.7,3.2,3.6,1.0,0.3,0.6,0.502,0.376,0.794,-0.5,20.0,7.4,0.51,1.35,2.98,0,0,0,0,1
P00001,Michael Jordan,1987,24,CHI,SG,70,26.4,20.7,3.5,4.0,1.1,0.4,0.5,0.405,0.289,0.819,3.4,19.9,7.7,1.58,3.66,1.71,0,0,0,0,1
P00001,Michael Jordan,1988,25,CHI,SG,63,28.2,24.5,4.4,4.9,1.4,0.4,1.1,0.515,0.373,0.748,-0.3,19.0,8.2,3.08,6.2,2.17,0,1,0,0,1
P00001,Michael Jordan,1989,26,CHI,SG,63,30.8,23.8,4.4,4.9,1.4,0.4,1.1,0.489,0.351,0.753,2.9,20.7,7.0,3.98,8.07,8.89,0,0,0,0,1
P00001,Michael Jordan,1990,27,CHI,SG,82,30.2,15.4,3.6,4.0,1.2,0.4,1.1,0.423,0.325,0.693,1.7,20.9,9.9,1.02,2.95,7.21,0,0,0,0,1
P00001,Michael Jordan,1991,28,CHI,SG,72,31.5,18.2,3.8,4.3,1.2,0.4,0.5,0.545,0.425,0.741,1.0,22.1,8.9,1.82,4.6,4.44,0,1,0,0,1
P00001,Michael Jordan,1992,29,CHI,SG,64,31.7,24.0,4.2,4.7,1.4,0.4,0.6,0.444,0.283,0.677,2.7,24.0,6.7,3.13,5.95,7.41,0,1,1,0,1
P00001,Michael Jordan,1993,30,CHI,SG,82,33.2,27.2,4.4,5.0,1.4,0.4,1.1,0.472,0.298,0.769,1.4,26.6,11.1,2.12,6.08,3.41,0,1,1,0,1
P00001,Michael Jordan,1994,31,CHI,SG,82,30.7,23.8,4.2,4.7,1.4,0.4,1.0,0.474,0.365,0.805,-0.6,22.8,10.0,3.42,9.27,5.52,0,1,0,0,1
P00001,Michael Jordan,1995,32,CHI,SG,82,30.8,21.3,3.6,4.1,1.2,0.4,0.6,0.497,0.329,0.697,3.5,23.8,11.2,4.71,13.05,8.95,0,1,1,0,1
P00001,Michael Jordan,1996,33,CHI,SG,79,34.3,18.4,3.8,4.2,1.2,0.4,0.6,0.577,0.3,0.798,2.3,23.3,9.5,-1.0,-1.0,6.11,0,1,0,0,1
P00001,Michael Jordan,1997,34,CHI,SG,82,35.2,19.2,3.6,4.1,1.2,0.4,1.0,0.43,0.343,0.805,2.5,24.9,10.4,2.38,6.17,4.88,0,0,0,0,1
P00001,Michael Jordan,1998,35,CHI,SG,76,30.0,19.8,4.4,5.0,1.4,0.4,1.3,0.551,0.359,0.702,3.2,24.8,9.9,0.8,1.88,7.73,0,1,0,0,1
P00001,Michael Jordan,1999,36,CHI,SG,82,29.8,23.0,3.9,4.3,1.3,0.4,0.5,0.41,0.303,0.683,11.0,18.7,9.5,0.76,1.49,3.38,0,0,0,0,1
P00001,Michael Jordan,2000,37,CHI,SG,65,24.4,16.3,3.4,3.8,1.1,0.3,1.2,0.498,0.376,0.661,-3.7,24.0,5.2,1.79,3.57,7.48,0,0,0,0,1
P00001,Michael Jordan,2001,38,CHI,SG,82,26.0,15.5,3.2,3.6,1.0,0.3,0.6,0.529,0.298,0.74,4.1,20.9,7.9,-0.89,-1.0,2.82,0,0,0,0,1
P00001,Scottie Pippen,1988,22,CHI,SF,68,22.2,18.1,2.9,5.0,0.9,0.5,0.6,0.518,0.412,0.758,-1.9,13.2,4.2,0.16,0.24,3.09,0,0,0,0,1
P00001,Scottie Pippen,1989,23,CHI,SF,54,27.9,17.1,2.9,5.0,0.9,0.5,0.6,0.425,0.357,0.733,0.4,16.9,6.8,0.05,-0.07,1.94,0,0,0,0,1
P00001,Scottie Pippen,1990,24,CHI,SF,57,36.5,20.0,3.2,5.5,1.0,0.6,0.6,0.579,0.339,0.665,-1.6,18.9,8.0,-1.26,-1.0,3.11,0,1,0,0,1
P00001,Scottie Pippen,1991,25,CHI,SF,72,29.0,15.4,3.1,5.4,1.0,0.5,0.8,0.468,0.356,0.727,-1.6,21.8,8.1,0.88,1.68,3.55,0,0,0,0,1
P00001,Scottie Pippen,1992,26,CHI,SF,80,38.8,17.4,3.6,6.2,1.1,0.6,0.7,0.448,0.299,0.776,7.3,22.6,10.0,1.05,3.21,4.48,0,0,0,0,1
P00001,Scottie Pippen,1993,27,CHI,SF,82,30.0,14.9,3.2,5.6,1.0,0.6,0.8,0.466,0.309,0.817,2.4,22.2,9.7,-0.85,-1.0,3.4,0,0,0,0,1
P00001,Scottie Pippen,1994,28,CHI,SF,59,34.0,15.9,3.6,6.2,1.1,0.6,0.9,0.486,0.315,0.86,0.9,19.4,7.2,1.07,2.19,5.64,0,0,0,0,1
P00001,Scottie Pippen,1995,29,CHI,SF,68,34.3,15.5,3.2,5.5,1.0,0.6,0.5,0.518,0.352,0.805,6.1,19.1,7.1,1.88,4.44,5.29,0,0,0,0,1
P00001,Scottie Pippen,1996,30,CHI,SF,82,33.4,14.6,3.1,5.3,1.0,0.5,0.7,0.495,0.332,0.644,-2.2,20.7,11.0,-0.14,-0.19,2.94,0,0,0,0,1
P00001,Scottie Pippen,1997,31,CHI,SF,75,26.3,20.2,3.3,5.7,1.1,0.6,0.5,0.48,0.268,0.806,3.1,22.0,9.7,1.77,4.37,6.09,0,1,1,0,1
P00001,Scottie Pippen,1998,32,CHI,SF,72,32.9,20.8,3.7,6.3,1.2,0.6,1.6,0.356,0.328,0.792,3.0,18.2,8.1,1.83,4.36,5.38,0,1,1,0,1
P00001,Scottie Pippen,1999,33,CHI,SF,63,33.0,19.7,3.5,6.0,1.1,0.6,0.7,0.429,0.304,0.743,-4.3,18.3,7.7,-1.66,-1.0,7.02,0,0,0,0,1
P00001,Scottie Pippen,2000,34,CHI,SF,65,32.4,15.8,2.8,4.9,0.9,0.5,0.8,0.519,0.335,0.864,0.8,18.8,9.1,2.24,4.39,6.03,0,0,0,0,1
P00001,Scottie Pippen,2001,35,CHI,SF,64,30.1,15.5,3.1,5.2,1.0,0.5,0.6,0.454,0.315,0.663,1.8,17.1,5.2,2.69,5.81,4.06,0,0,0,0,1
P00001,Charles Barkley,1985,22,PHX,PF,55,24.2,14.2,2.0,6.3,0.7,0.8,0.5,0.565,0.32,0.761,-5.0,16.4,6.0,0.97,1.73,5.36,0,0,0,0,1
P00001,Charles Barkley,1986,23,PHX,PF,76,24.9,13.3,2.0,6.4,0.7,0.8,0.8,0.487,0.354,0.711,-4.8,10.7,8.2,0.34,0.99,2.3,0,0,0,0,1
P00001,Charles Barkley,1987,24,PHX,PF,72,27.0,14.7,2.5,8.1,0.9,1.0,0.7,0.446,0.349,0.711,6.2,17.6,9.4,-0.01,-0.35,4.25,0,0,0,0,1
P00001,Charles Barkley,1988,25,PHX,PF,65,31.6,14.3,2.4,7.7,0.9,1.0,0.5,0.494,0.343,0.81,2.3,18.0,9.4,0.47,0.84,10.46,0,0,0,0,1
P00001,Charles Barkley,1989,26,PHX,PF,75,31.7,18.9,2.6,8.2,0.9,1.0,0.8,0.558,0.238,0.803,5.2,19.7,7.4,0.93,2.09,1.91,0,1,0,0,1
P00001,Charles Barkley,1990,27,PHX,PF,72,31.1,19.5,2.5,7.9,0.9,1.0,0.6,0.425,0.372,0.704,1.3,19.3,11.8,2.32,5.64,0.5,0,0,0,0,1
P00001,Charles Barkley,1991,28,PHX,PF,82,32.4,14.7,2.4,7.8,0.9,1.0,0.8,0.486,0.348,0.71,3.7,20.2,10.2,-0.71,-1.0,4.76,0,0,0,0,1
P00001,Charles Barkley,1992,29,PHX,PF,75,33.9,19.0,2.7,8.6,1.0,1.1,0.5,0.442,0.362,0.723,-3.2,15.0,7.0,1.63,3.72,2.53,0,0,0,0,1
P00001,Charles Barkley,1993,30,PHX,PF,82,32.9,17.0,2.5,8.1,0.9,1.0,0.5,0.471,0.276,0.704,6.2,15.5,10.1,2.82,7.47,5.8,0,0,0,0,1
P00001,Charles Barkley,1994,31,PHX,PF,79,26.2,14.6,2.3,7.4,0.8,0.9,0.5,0.566,0.292,0.816,0.5,16.1,10.2,-0.1,-0.55,4.9,0,0,0,0,1
P00001,Charles Barkley,1995,32,PHX,PF,66,37.0,14.3,2.4,7.6,0.8,0.9,0.8,0.482,0.258,0.834,-8.3,20.0,7.3,1.11,2.21,8.51,0,0,0,0,1
P00001,Charles Barkley,1996,33,PHX,PF,82,30.6,16.4,2.6,8.4,0.9,1.1,0.8,0.55,0.311,0.728,7.5,22.8,9.4,1.02,2.89,6.1,0,0,0,0,1
P00001,Charles Barkley,1997,34,PHX,PF,69,29.3,12.5,2.1,6.8,0.8,0.9,1.0,0.524,0.367,0.752,3.4,21.6,8.6,-0.6,-1.0,5.09,0,0,0,0,1
P00001,Charles Barkley,1998,35,PHX,PF,63,24.0,16.8,2.0,6.5,0.7,0.8,0.9,0.501,0.372,0.738,3.9,19.5,7.2,2.07,4.17,4.86,0,0,0,0,1
P00001,Patrick Ewing,1986,22,NYK,C,60,20.6,11.4,1.3,6.7,0.5,1.2,0.5,0.429,0.346,0.711,-1.9,16.7,5.8,-1.99,-1.0,0.74,0,0,0,0,1
P00001,Patrick Ewing,1987,23,NYK,C,65,27.0,16.0,1.8,9.1,0.6,1.6,0.5,0.541,0.309,0.767,1.6,16.6,7.6,3.86,8.66,6.97,0,0,0,0,1
P00001,Patrick Ewing,1988,24,NYK,C,70,33.6,18.3,2.2,11.1,0.8,2.0,0.9,0.543,0.302,0.755,4.4,16.6,8.1,-0.0,0.26,4.82,0,1,0,0,1
P00001,Patrick Ewing,1989,25,NYK,C,64,24.4,18.4,2.2,11.1,0.8,2.0,0.8,0.424,0.374,0.807,4.3,17.3,8.0,0.54,0.63,4.24,0,0,0,0,1
P00001,Patrick Ewing,1990,26,NYK,C,75,34.8,14.1,2.1,10.5,0.7,1.9,0.7,0.505,0.418,0.755,-0.2,11.0,6.5,0.26,0.6,2.08,0,0,0,0,1
P00001,Patrick Ewing,1991,27,NYK,C,82,31.8,17.8,2.0,9.9,0.7,1.8,0.9,0.487,0.422,0.779,-0.6,14.9,10.9,2.47,6.68,7.26,0,0,0,0,1
P00001,Patrick Ewing,1992,28,NYK,C,81,24.4,15.4,1.9,9.7,0.7,1.7,0.6,0.451,0.301,0.817,-3.9,19.0,9.2,1.0,2.49,5.39,0,0,0,0,1
P00001,Patrick Ewing,1993,29,NYK,C,82,33.0,17.3,2.2,10.9,0.8,2.0,0.6,0.51,0.369,0.802,4.2,19.0,9.2,0.4,1.02,0.5,0,0,0,0,1
P00001,Patrick Ewing,1994,30,NYK,C,82,25.6,16.0,1.9,9.6,0.7,1.7,0.5,0.475,0.331,0.843,3.5,16.1,8.6,0.74,1.4,4.52,0,0,0,0,1
P00001,Patrick Ewing,1995,31,NYK,C,82,33.6,15.0,1.9,9.3,0.7,1.7,0.5,0.455,0.263,0.698,4.3,15.9,8.1,0.33,0.73,2.35,0,0,0,0,1
P00001,Patrick Ewing,1996,32,NYK,C,68,24.1,16.1,2.0,9.8,0.7,1.8,0.5,0.495,0.285,0.778,3.7,16.1,8.9,0.91,2.26,5.36,0,0,0,0,1
P00001,Patrick Ewing,1997,33,NYK,C,69,26.8,14.6,2.2,10.8,0.8,1.9,0.6,0.473,0.263,0.765,2.4,17.5,8.5,0.8,1.87,9.08,0,0,0,0,1
P00001,John Stockton,1985,22,UTA,PG,49,22.7,15.9,5.8,2.9,1.0,0.2,1.6,0.388,0.342,0.758,1.4,15.1,4.1,-1.26,-1.0,0.5,0,0,0,0,1
P00001,John Stockton,1986,23,UTA,PG,82,28.2,16.4,6.8,3.4,1.2,0.3,1.9,0.528,0.314,0.715,-6.7,15.5,6.2,-1.23,-1.0,5.42,0,0,0,0,1
P00001,John Stockton,1987,24,UTA,PG,61,26.4,20.8,7.3,3.6,1.3,0.3,1.7,0.473,0.25,0.765,3.8,21.4,7.3,0.36,0.63,4.78,0,1,1,0,1
P00001,John Stockton,1988,25,UTA,PG,81,35.8,21.4,7.8,3.9,1.4,0.3,1.5,0.426,0.32,0.819,-2.9,21.8,11.0,-0.75,-1.0,3.4,0,1,1,0,1
P00001,John Stockton,1989,26,UTA,PG,82,34.5,21.4,8.2,4.1,1.4,0.3,2.5,0.503,0.329,0.809,6.8,20.1,11.5,-2.26,-1.0,3.97,0,0,0,0,1
P00001,John Stockton,1990,27,UTA,PG,76,34.2,22.2,7.7,3.8,1.3,0.3,2.1,0.485,0.308,0.804,5.3,19.4,7.2,-0.3,-0.68,4.13,0,1,0,0,1
P00001,John Stockton,1991,28,UTA,PG,82,29.8,22.5,8.1,4.0,1.4,0.3,1.9,0.47,0.392,0.718,9.3,19.8,11.1,-0.09,-0.32,7.86,0,1,1,0,1
P00001,John Stockton,1992,29,UTA,PG,56,34.8,20.7,8.1,4.0,1.4,0.3,2.4,0.52,0.303,0.748,5.8,22.2,6.7,2.81,5.19,3.9,0,1,1,0,1
P00001,John Stockton,1993,30,UTA,PG,78,34.5,21.2,8.6,4.3,1.5,0.3,2.2,0.492,0.34,0.759,1.1,18.3,11.3,0.37,1.04,5.56,0,1,1,0,1
P00001,John Stockton,1994,31,UTA,PG,77,28.5,21.1,8.5,4.3,1.5,0.3,1.6,0.504,0.313,0.747,4.2,19.6,10.0,1.05,2.67,4.84,0,1,1,0,1
P00001,John Stockton,1995,32,UTA,PG,70,31.2,20.7,7.9,3.9,1.4,0.3,1.3,0.551,0.351,0.707,3.9,22.1,7.0,1.02,1.96,6.44,0,1,1,0,1
P00001,John Stockton,1996,33,UTA,PG,76,36.5,17.5,7.1,3.5,1.2,0.3,1.7,0.51,0.34,0.795,-2.5,22.9,10.7,1.71,3.92,6.14,0,0,0,0,1
P00001,John Stockton,1997,34,UTA,PG,67,35.5,15.9,7.5,3.7,1.3,0.3,1.9,0.484,0.326,0.703,5.9,21.9,8.9,-0.72,-1.0,5.83,0,0,0,0,1
P00001,John Stockton,1998,35,UTA,PG,78,30.3,16.1,7.7,3.8,1.3,0.3,1.6,0.488,0.323,0.75,3.9,19.8,10.3,-0.03,-0.37,6.19,0,0,0,0,1
P00001,John Stockton,1999,36,UTA,PG,82,30.4,20.8,8.6,4.3,1.5,0.3,1.8,0.449,0.317,0.748,-1.1,20.2,8.6,3.24,8.81,4.15,0,0,0,0,1
P00001,John Stockton,2000,37,UTA,PG,72,28.8,19.1,8.9,4.5,1.6,0.3,2.3,0.47,0.282,0.713,1.5,20.9,8.7,2.83,6.85,1.38,0,0,0,0,1
P00001,John Stockton,2001,38,UTA,PG,81,28.7,19.1,7.0,3.5,1.2,0.3,2.1,0.462,0.355,0.745,2.6,21.4,9.8,-0.34,-1.0,5.51,0,0,0,0,1
P00001,John Stockton,2002,39,UTA,PG,79,30.7,18.7,8.4,4.2,1.5,0.3,2.7,0.593,0.271,0.845,1.1,18.8,8.6,3.49,9.21,3.23,0,1,0,0,1
P00001,John Stockton,2003,40,UTA,PG,77,25.3,18.2,6.7,3.4,1.2,0.3,2.1,0.493,0.303,0.758,2.5,21.9,6.3,0.82,1.74,5.97,0,0,0,0,1
P00001,John Stockton,2004,41,UTA,PG,79,28.2,14.0,6.6,3.3,1.1,0.2,1.4,0.449,0.311,0.754,2.2,20.6,8.1,0.61,1.84,7.79,0,0,0,0,1
P00001,John Stockton,2005,42,UTA,PG,50,25.7,14.3,5.9,2.9,1.0,0.2,1.5,0.471,0.293,0.825,-4.3,18.7,4.5,0.7,1.51,4.64,0,0,0,0,1
P00001,Karl Malone,1986,22,UTA,PF,51,23.6,13.1,2.0,6.6,0.7,0.8,0.5,0.466,0.235,0.706,2.3,15.7,4.5,0.62,0.78,5.05,0,0,0,0,1
P00001,Karl Malone,1987,23,UTA,PF,63,26.0,12.3,2.0,6.3,0.7,0.8,0.5,0.45,0.241,0.817,10.3,18.7,5.9,0.69,1.26,2.29,0,0,0,0,1
P00001,Karl Malone,1988,24,UTA,PF,70,28.2,16.3,2.7,8.7,1.0,1.1,0.9,0.514,0.292,0.715,4.8,20.1,8.6,1.69,4.12,4.18,0,0,0,0,1
P00001,Karl Malone,1989,25,UTA,PF,69,30.2,16.2,2.4,7.6,0.9,0.9,0.8,0.463,0.365,0.713,-3.4,19.7,8.1,2.77,6.74,5.3,0,0,0,0,1
P00001,Karl Malone,1990,26,UTA,PF,58,32.2,15.7,2.4,7.7,0.9,1.0,0.7,0.494,0.295,0.735,4.0,17.2,7.0,1.31,2.61,5.77,0,0,0,0,1
P00001,Karl Malone,1991,27,UTA,PF,82,30.5,15.3,2.3,7.4,0.8,0.9,0.6,0.484,0.434,0.722,-0.2,20.2,8.3,2.7,7.06,3.13,0,0,0,0,1
P00001,Karl Malone,1992,28,UTA,PF,73,33.5,18.7,2.4,7.7,0.9,1.0,0.5,0.449,0.336,0.767,3.2,18.1,9.0,-0.2,-1.0,5.05,0,1,0,0,1
P00001,Karl Malone,1993,29,UTA,PF,73,33.0,18.6,2.4,7.7,0.9,1.0,0.5,0.491,0.376,0.748,-0.3,22.5,11.6,1.97,5.25,8.18,0,0,0,0,1
