date,year,month,quarter,symbol,name,category,consensus_mechanism,open_usd,high_usd,low_usd,close_usd,monthly_return_pct,monthly_volatility_pct,volume_usd_billion,market_cap_usd_billion,dominance_pct,active_addresses_thousands,transaction_count_thousands,social_sentiment_score,fear_greed_index,exchange_netflow_million_usd
2020-08,2020,8,Q3,BTC,Bitcoin,Store of Value,PoW,55063.18852441,73948.41682793,57524.15934787,65826.50755547,19.55,13.3,15.186,1296.782,55.0,653,8956,0.433,52,-32.4
2020-09,2020,9,Q3,BTC,Bitcoin,Store of Value,PoW,65826.50755547,91377.60930268,73404.77445792,78788.98781056,19.69,22.1,18.682,1552.143,50.7,962,5627,-0.134,59,-13.5
2020-10,2020,10,Q4,BTC,Bitcoin,Store of Value,PoW,78788.98781056,64084.05769825,53852.18443869,59609.88131184,-24.34,15.1,19.431,1174.315,37.3,1309,8323,0.231,54,24.3
2020-11,2020,11,Q4,BTC,Bitcoin,Store of Value,PoW,59609.88131184,96559.47266443,72496.80874622,86353.962491,44.87,18.7,23.741,1701.173,50.2,530,13193,0.646,57,-6.9
2020-12,2020,12,Q4,BTC,Bitcoin,Store of Value,PoW,86353.962491,97211.52983731,69096.35500086,82144.49447145,-4.87,19.0,34.46,1618.247,51.1,480,5670,0.053,60,-6.7
2021-01,2021,1,Q1,BTC,Bitcoin,Store of Value,PoW,82144.49447145,97089.47749758,79740.24922429,90769.20651802,10.5,14.3,27.311,1788.153,56.9,280,14906,0.746,81,-44.0
2021-02,2021,2,Q1,BTC,Bitcoin,Store of Value,PoW,90769.20651802,101845.43052157,94842.48719402,98800.66741352,8.85,9.0,18.797,1946.373,53.7,1228,4121,0.249,71,59.6
2021-03,2021,3,Q1,BTC,Bitcoin,Store of Value,PoW,98800.66741352,117276.58912782,94296.51328641,108383.28189395,9.7,24.2,42.785,2135.151,51.7,821,3391,0.714,98,51.4
2021-04,2021,4,Q2,BTC,Bitcoin,Store of Value,PoW,108383.28189395,134191.84024311,109977.41919908,122572.78323242,13.09,21.9,30.994,2414.684,37.3,477,14061,0.781,89,8.5
2021-05,2021,5,Q2,BTC,Bitcoin,Store of Value,PoW,122572.78323242,78861.38918527,65825.9543927,71344.77376676,-41.79,23.8,19.474,1405.492,48.4,1048,12099,0.754,46,-19.6
2021-06,2021,6,Q2,BTC,Bitcoin,Store of Value,PoW,71344.77376676,66637.11055832,55806.221267,60810.15237658,-14.77,15.1,36.035,1197.96,55.2,631,13926,0.494,71,-3.0
2021-07,2021,7,Q3,BTC,Bitcoin,Store of Value,PoW,60810.15237658,86227.68476035,71055.99832316,77163.27984451,26.89,11.8,10.095,1520.117,45.8,931,10333,0.462,74,19.0
2021-08,2021,8,Q3,BTC,Bitcoin,Store of Value,PoW,77163.27984451,99000.7200502,83183.68774632,91676.33183124,18.81,11.9,26.286,1806.024,38.3,601,12537,1.0,67,21.6
2021-09,2021,9,Q3,BTC,Bitcoin,Store of Value,PoW,91676.33183124,71835.08203598,57964.76289064,67164.25282666,-26.74,17.7,12.614,1323.136,45.2,939,1876,0.342,67,-64.1
2021-10,2021,10,Q4,BTC,Bitcoin,Store of Value,PoW,67164.25282666,84525.65744026,68657.79359759,74829.73116851,11.41,15.3,19.273,1474.146,42.7,1113,9753,0.799,64,67.2
2021-11,2021,11,Q4,BTC,Bitcoin,Store of Value,PoW,74829.73116851,79581.25249608,65926.3871461,75637.05975256,1.08,14.4,10.9,1490.05,54.9,575,13686,0.422,76,-7.7
2021-12,2021,12,Q4,BTC,Bitcoin,Store of Value,PoW,75637.05975256,59956.88466957,52891.93340077,56921.23749192,-24.74,8.0,10.434,1121.348,40.5,265,6901,0.12,73,40.1
2022-01,2022,1,Q1,BTC,Bitcoin,Store of Value,PoW,56921.23749192,52234.22510679,45808.01140202,47962.04490224,-15.74,10.3,7.637,944.852,47.4,1023,8402,0.577,58,2.8
2022-02,2022,2,Q1,BTC,Bitcoin,Store of Value,PoW,47962.04490224,34974.75452781,31755.65453297,33852.00663693,-29.42,10.7,16.057,666.885,47.3,217,6597,-0.026,43,7.2
2022-03,2022,3,Q1,BTC,Bitcoin,Store of Value,PoW,33852.00663693,35032.75465113,25343.83783068,30801.97989679,-9.01,21.9,14.35,606.799,47.8,368,6703,0.505,51,-3.4
2022-04,2022,4,Q2,BTC,Bitcoin,Store of Value,PoW,30801.97989679,40330.21298138,28142.72284206,34835.41006627,13.09,23.7,3.387,686.258,47.1,431,15162,-0.743,47,-11.3
2022-05,2022,5,Q2,BTC,Bitcoin,Store of Value,PoW,34835.41006627,24512.48782655,21237.71281508,22085.56048812,-36.6,11.3,6.085,435.086,41.8,308,9457,-0.024,12,5.0
2022-06,2022,6,Q2,BTC,Bitcoin,Store of Value,PoW,22085.56048812,19113.28829058,13997.1703218,17011.76705113,-22.97,18.8,2.859,335.132,47.3,186,6867,-0.699,16,-4.1
2022-07,2022,7,Q3,BTC,Bitcoin,Store of Value,PoW,17011.76705113,17392.47357098,15443.91920576,16157.19239184,-5.02,12.1,1.714,318.297,42.4,1099,5927,-0.352,31,-1.2
2022-08,2022,8,Q3,BTC,Bitcoin,Store of Value,PoW,16157.19239184,15885.32684923,13561.68180514,15151.12173448,-6.23,12.5,1.03,298.477,59.0,427,11567,-0.995,47,0.9
2022-09,2022,9,Q3,BTC,Bitcoin,Store of Value,PoW,15151.12173448,17745.64485934,14221.18847215,16230.12891227,7.12,23.5,1.688,319.734,49.9,1561,8306,-0.601,46,-2.9
2022-10,2022,10,Q4,BTC,Bitcoin,Store of Value,PoW,16230.12891227,21972.27425626,16713.10214525,19426.97838026,19.7,20.8,5.615,382.711,59.2,412,4638,-0.181,42,-12.4
2022-11,2022,11,Q4,BTC,Bitcoin,Store of Value,PoW,19426.97838026,24137.53207396,18432.26317605,21118.26340682,8.71,19.4,9.371,416.03,41.9,822,16519,-0.516,27,-14.7
2022-12,2022,12,Q4,BTC,Bitcoin,Store of Value,PoW,21118.26340682,19891.24884713,14763.29877098,16343.35964588,-22.61,23.2,4.209,321.964,40.9,484,9113,-0.403,40,20.4
2023-01,2023,1,Q1,BTC,Bitcoin,Store of Value,PoW,16343.35964588,36666.91295339,25635.03407866,30612.7736468,87.31,21.0,6.211,603.072,41.6,350,2830,0.081,58,-7.6
2023-02,2023,2,Q1,BTC,Bitcoin,Store of Value,PoW,30612.7736468,33229.01280029,26454.03223457,29824.50173635,-2.57,13.3,10.621,587.543,49.2,174,11024,0.158,51,2.6
2023-03,2023,3,Q1,BTC,Bitcoin,Store of Value,PoW,29824.50173635,33589.60815424,27995.42833713,31195.95367563,4.6,22.6,6.635,614.56,55.9,291,14013,0.027,56,29.6
2023-04,2023,4,Q2,BTC,Bitcoin,Store of Value,PoW,31195.95367563,46560.03099952,34645.98929298,40970.01197165,31.33,19.6,4.493,807.109,55.4,1135,16565,0.711,68,-22.8
2023-05,2023,5,Q2,BTC,Bitcoin,Store of Value,PoW,40970.01197165,52932.75910853,38509.96004507,45969.90691251,12.2,19.8,5.037,905.607,46.0,777,2889,0.297,42,-7.7
2023-06,2023,6,Q2,BTC,Bitcoin,Store of Value,PoW,45969.90691251,46821.73184782,31608.93732431,38013.40879086,-17.31,24.6,4.822,748.864,47.7,520,6687,-0.04,47,-21.7
2023-07,2023,7,Q3,BTC,Bitcoin,Store of Value,PoW,38013.40879086,51986.37423024,36204.811168,46833.79869085,23.2,22.8,3.246,922.626,39.2,707,9056,-0.239,45,21.6
2023-08,2023,8,Q3,BTC,Bitcoin,Store of Value,PoW,46833.79869085,55034.23418957,42881.88764829,50496.78819405,7.82,16.4,9.452,994.787,48.9,366,2597,-0.092,48,-4.0
2023-09,2023,9,Q3,BTC,Bitcoin,Store of Value,PoW,50496.78819405,43696.79274183,36164.73771929,41488.23268576,-17.84,15.8,10.751,817.318,53.3,488,16757,-0.297,57,-0.6
2023-10,2023,10,Q4,BTC,Bitcoin,Store of Value,PoW,41488.23268576,50413.52810023,40420.78193827,45900.2109008,10.63,16.4,9.72,904.234,39.7,638,24078,0.231,69,20.1
2023-11,2023,11,Q4,BTC,Bitcoin,Store of Value,PoW,45900.2109008,49652.54987561,40610.42214647,46069.6066555,0.37,16.2,11.176,907.571,44.0,587,7600,0.067,57,8.5
2023-12,2023,12,Q4,BTC,Bitcoin,Store of Value,PoW,46069.6066555,55940.08040331,43411.04555547,49682.91533609,7.84,15.4,13.087,978.753,50.4,615,38295,0.912,53,19.1
2024-01,2024,1,Q1,BTC,Bitcoin,Store of Value,PoW,49682.91533609,70135.20588513,61898.32816769,67047.73603292,34.95,8.8,20.815,1320.84,53.6,469,5368,0.912,92,-15.3
2024-02,2024,2,Q1,BTC,Bitcoin,Store of Value,PoW,67047.73603292,97657.62584101,78737.12124853,88693.19360783,32.28,12.8,27.295,1747.256,54.0,268,10355,0.332,63,17.9
2024-03,2024,3,Q1,BTC,Bitcoin,Store of Value,PoW,88693.19360783,94305.20036087,68010.60343955,83505.13705117,-5.85,21.1,29.876,1645.051,44.4,399,20274,0.282,77,-70.5
2024-04,2024,4,Q2,BTC,Bitcoin,Store of Value,PoW,83505.13705117,82180.25381763,67376.60935257,75282.75496026,-9.85,10.7,11.543,1483.07,47.9,492,9995,0.646,73,-9.1
2024-05,2024,5,Q2,BTC,Bitcoin,Store of Value,PoW,75282.75496026,109353.62103336,94607.64024426,102009.43120596,35.5,13.8,44.407,2009.586,50.1,423,5489,0.259,91,-3.0
2024-06,2024,6,Q2,BTC,Bitcoin,Store of Value,PoW,102009.43120596,114433.71261292,85250.9054528,103956.99837247,1.91,18.3,26.064,2047.953,40.3,465,5494,0.55,59,17.1
2024-07,2024,7,Q3,BTC,Bitcoin,Store of Value,PoW,103956.99837247,99203.77411573,83061.10140402,88571.34342778,-14.8,19.4,19.16,1744.855,47.3,329,12586,0.793,70,-55.1
2024-08,2024,8,Q3,BTC,Bitcoin,Store of Value,PoW,88571.34342778,75054.63137783,60144.84968276,66420.26702714,-25.01,16.0,16.056,1308.479,51.8,311,12110,0.619,52,35.8
2024-09,2024,9,Q3,BTC,Bitcoin,Store of Value,PoW,66420.26702714,76645.40195251,61297.22327747,69461.48164136,4.58,18.4,11.848,1368.391,42.6,553,6848,0.317,69,18.6
2024-10,2024,10,Q4,BTC,Bitcoin,Store of Value,PoW,69461.48164136,82336.38427294,61464.13450556,74714.56071704,7.56,22.9,12.888,1471.877,44.4,943,3925,-0.061,66,-37.3
2024-11,2024,11,Q4,BTC,Bitcoin,Store of Value,PoW,74714.56071704,106395.86102203,83301.68509369,92840.76379393,24.26,18.5,5.969,1828.963,47.7,878,11440,0.444,87,50.9
2024-12,2024,12,Q4,BTC,Bitcoin,Store of Value,PoW,92840.76379393,75438.26550674,56792.97392748,66874.9505069,-27.97,19.1,52.953,1317.437,53.5,449,16326,0.176,68,-23.3
2025-01,2025,1,Q1,BTC,Bitcoin,Store of Value,PoW,66874.9505069,96884.00788091,80940.61749166,90695.73842552,35.62,20.2,28.587,1786.706,58.4,787,7524,-0.152,72,133.6
2025-02,2025,2,Q1,BTC,Bitcoin,Store of Value,PoW,90695.73842552,119050.8700244,95691.45346002,102121.85881918,12.6,16.9,21.303,2011.801,38.7,842,7865,0.165,67,60.1
2025-03,2025,3,Q1,BTC,Bitcoin,Store of Value,PoW,102121.85881918,110865.64500082,79234.58714573,99927.12710784,-2.15,21.0,38.808,1968.564,51.0,1722,3017,0.901,60,-28.4
2025-04,2025,4,Q2,BTC,Bitcoin,Store of Value,PoW,99927.12710784,88755.71366179,70012.83727256,82930.21811451,-17.01,21.6,43.001,1633.725,41.7,430,12748,0.739,74,9.9
2025-05,2025,5,Q2,BTC,Bitcoin,Store of Value,PoW,82930.21811451,101657.17690243,92976.58534589,98248.09972987,18.47,8.2,12.065,1935.488,48.9,529,8469,0.354,78,-61.6
2025-06,2025,6,Q2,BTC,Bitcoin,Store of Value,PoW,98248.09972987,123003.44027757,90377.67441231,107111.34849975,9.02,18.9,22.469,2110.094,54.4,840,4124,0.954,84,64.5
2025-07,2025,7,Q3,BTC,Bitcoin,Store of Value,PoW,107111.34849975,96028.88017799,78489.14145686,84180.82481218,-21.41,19.3,24.612,1658.362,45.6,822,5300,0.173,86,10.6
2025-08,2025,8,Q3,BTC,Bitcoin,Store of Value,PoW,84180.82481218,97416.02867701,83020.02519338,90809.51421654,7.87,14.8,20.297,1788.947,46.3,1653,2519,0.963,76,14.9
2025-09,2025,9,Q3,BTC,Bitcoin,Store of Value,PoW,90809.51421654,96583.53596369,84275.63390933,90093.07264555,-0.79,13.1,38.203,1774.834,44.7,705,5660,0.7,76,-3.5
2025-10,2025,10,Q4,BTC,Bitcoin,Store of Value,PoW,90093.07264555,90547.84609335,70982.78198512,81582.78355406,-9.45,18.3,24.526,1607.181,37.6,401,4754,0.925,60,-28.8
2025-11,2025,11,Q4,BTC,Bitcoin,Store of Value,PoW,81582.78355406,110533.44776383,96801.66919495,102678.3002004,25.86,14.6,20.486,2022.763,53.3,1449,5289,0.764,78,14.7
2025-12,2025,12,Q4,BTC,Bitcoin,Store of Value,PoW,102678.3002004,80491.33802448,69833.03809274,75897.90767293,-26.08,10.2,21.603,1495.189,40.8,502,6167,1.0,53,-20.0
2026-01,2026,1,Q1,BTC,Bitcoin,Store of Value,PoW,75897.90767293,110890.45909839,72119.50989259,91615.71337412,20.71,23.7,10.128,1804.83,52.5,1882,2595,0.595,78,-15.7
2026-02,2026,2,Q1,BTC,Bitcoin,Store of Value,PoW,91615.71337412,114142.37731212,79558.69996865,94920.27104052,3.61,20.7,24.662,1869.929,38.0,216,10382,0.911,80,62.0
2026-03,2026,3,Q1,BTC,Bitcoin,Store of Value,PoW,94920.27104052,112612.41796286,76915.9436334,99903.85919656,5.25,24.5,46.953,1968.106,56.0,251,8415,0.318,61,36.3
2018-01,2018,1,Q1,ETH,Ethereum,Smart Contract,PoS,959.9332226,1208.32894711,962.92267263,1102.39328626,14.84,20.6,8.299,132.287,19.4,341,7112,0.165,13,-16.2
2018-02,2018,2,Q1,ETH,Ethereum,Smart Contract,PoS,1102.39328626,1175.45633503,1030.06884866,1114.54709664,1.1,9.3,3.191,133.746,18.1,717,6318,-0.227,65,6.4
2018-03,2018,3,Q1,ETH,Ethereum,Smart Contract,PoS,1114.54709664,1298.38914815,888.7208692,1163.7334958,4.41,24.9,2.092,139.648,16.8,348,10297,0.14,38,-1.0
2018-04,2018,4,Q2,ETH,Ethereum,Smart Contract,PoS,1163.7334958,1252.0302464,1031.35260989,1123.99705385,-3.41,16.1,2.542,134.88,20.9,1021,7695,-0.492,43,-25.8
2018-05,2018,5,Q2,ETH,Ethereum,Smart Contract,PoS,1123.99705385,1199.7748131,990.45249957,1129.5268512,0.49,12.7,3.275,135.543,18.8,344,4973,-0.066,44,-0.6
2018-06,2018,6,Q2,ETH,Ethereum,Smart Contract,PoS,1129.5268512,1013.34451347,839.39578972,947.04554467,-16.16,18.2,4.738,113.645,20.1,2758,4835,-0.49,46,-1.6
2018-07,2018,7,Q3,ETH,Ethereum,Smart Contract,PoS,947.04554467,1129.04682276,841.46452473,1016.77733646,7.36,22.8,3.166,122.013,19.9,474,8045,-0.053,72,9.0
2018-08,2018,8,Q3,ETH,Ethereum,Smart Contract,PoS,1016.77733646,923.89066586,712.26165275,817.39065673,-19.61,20.4,3.263,98.087,17.9,402,7274,-0.368,33,-2.4
2018-09,2018,9,Q3,ETH,Ethereum,Smart Contract,PoS,817.39065673,861.95848948,760.86360243,798.4246201,-2.32,15.0,1.669,95.811,17.0,581,58059,-0.444,32,10.3
2018-10,2018,10,Q4,ETH,Ethereum,Smart Contract,PoS,798.4246201,754.2797905,599.55579812,667.6414234,-16.38,22.4,3.699,80.117,21.2,1037,28463,-0.909,48,3.6
2018-11,2018,11,Q4,ETH,Ethereum,Smart Contract,PoS,667.6414234,1056.05069348,772.00314165,935.4008409,40.11,21.8,0.975,112.248,17.0,525,5636,-0.253,36,20.2
2018-12,2018,12,Q4,ETH,Ethereum,Smart Contract,PoS,935.4008409,652.32207488,598.92534166,631.85248842,-32.45,9.9,1.305,75.822,20.1,541,12696,-0.091,35,-0.8
2019-01,2019,1,Q1,ETH,Ethereum,Smart Contract,PoS,631.85248842,1052.48670011,879.98387281,930.14746734,47.21,14.8,1.222,111.618,15.1,427,3876,-0.3,30,-6.5
2019-02,2019,2,Q1,ETH,Ethereum,Smart Contract,PoS,930.14746734,1136.95990323,956.57895171,1024.4641445,10.14,11.0,2.617,122.936,21.5,377,9854,-0.115,33,7.5
2019-03,2019,3,Q1,ETH,Ethereum,Smart Contract,PoS,1024.4641445,1165.61498757,1077.83393545,1107.39140042,8.09,8.4,3.695,132.887,18.8,552,5508,-0.193,42,1.7
2019-04,2019,4,Q2,ETH,Ethereum,Smart Contract,PoS,1107.39140042,1206.03742584,1003.61908772,1102.22205594,-0.47,11.5,7.016,132.267,18.3,1059,8028,-0.235,41,-0.8
2019-05,2019,5,Q2,ETH,Ethereum,Smart Contract,PoS,1102.22205594,1373.95928154,1137.78112607,1308.52813361,18.72,13.4,5.184,157.023,21.8,584,2421,-0.306,55,-14.4
2019-06,2019,6,Q2,ETH,Ethereum,Smart Contract,PoS,1308.52813361,1645.17169065,1360.61441487,1506.89539277,15.16,11.6,2.153,180.827,18.3,163,11429,-0.261,46,-7.5
2019-07,2019,7,Q3,ETH,Ethereum,Smart Contract,PoS,1506.89539277,1681.00590856,1521.95298787,1630.26874358,8.19,8.5,4.582,195.632,19.7,307,9559,-0.436,43,9.0
2019-08,2019,8,Q3,ETH,Ethereum,Smart Contract,PoS,1630.26874358,1885.29478998,1432.04753685,1678.98367281,2.99,15.0,3.879,201.478,15.9,820,5776,-0.201,38,1.6
2019-09,2019,9,Q3,ETH,Ethereum,Smart Contract,PoS,1678.98367281,1585.42243744,1055.91277152,1300.65386974,-22.53,24.8,3.517,156.078,15.3,315,2288,0.41,49,-1.7
2019-10,2019,10,Q4,ETH,Ethereum,Smart Contract,PoS,1300.65386974,2119.85376501,1664.15372719,1907.28093162,46.64,17.3,8.354,228.874,18.9,728,2975,0.155,44,0.6
2019-11,2019,11,Q4,ETH,Ethereum,Smart Contract,PoS,1907.28093162,1629.26956649,1081.92144939,1388.15275675,-27.22,23.7,1.884,166.578,16.7,488,3983,-0.222,58,-4.0
2019-12,2019,12,Q4,ETH,Ethereum,Smart Contract,PoS,1388.15275675,1708.11058311,1375.65350044,1577.51016771,13.64,16.3,3.698,189.301,19.9,452,8095,0.209,25,10.6
2020-01,2020,1,Q1,ETH,Ethereum,Smart Contract,PoS,1577.51016771,1604.15686248,1320.32358786,1432.96991824,-9.16,21.0,5.022,171.956,20.8,472,11750,-0.337,55,1.5
2020-02,2020,2,Q1,ETH,Ethereum,Smart Contract,PoS,1432.96991824,1937.2819381,1741.79494668,1800.50770966,25.65,8.6,2.728,216.061,16.1,1685,8082,0.282,21,-19.7
2020-03,2020,3,Q1,ETH,Ethereum,Smart Contract,PoS,1800.50770966,1865.0139111,1301.14585668,1634.6750275,-9.21,21.1,2.313,196.161,18.7,174,3830,-0.358,61,-24.2
2020-04,2020,4,Q2,ETH,Ethereum,Smart Contract,PoS,1634.6750275,2192.74783629,1935.14933782,2055.28961647,25.73,14.3,3.173,246.635,21.7,284,9527,-0.057,34,25.6
2020-05,2020,5,Q2,ETH,Ethereum,Smart Contract,PoS,2055.28961647,2807.13277371,2395.73234298,2631.84591922,28.05,20.1,4.134,315.822,19.1,280,9621,0.44,48,5.1
2020-06,2020,6,Q2,ETH,Ethereum,Smart Contract,PoS,2631.84591922,2261.51599965,1939.26262731,2090.45417321,-20.57,11.9,4.452,250.855,18.8,873,4141,-0.102,40,-8.5
2020-07,2020,7,Q3,ETH,Ethereum,Smart Contract,PoS,2090.45417321,3497.10477536,2489.17026744,2873.69656756,37.47,23.6,5.224,344.844,15.8,365,11407,0.137,45,39.4
2020-08,2020,8,Q3,ETH,Ethereum,Smart Contract,PoS,2873.69656756,3027.02466968,2374.67511882,2681.52411803,-6.69,19.5,5.111,321.783,20.2,518,19066,0.032,65,-21.0
2020-09,2020,9,Q3,ETH,Ethereum,Smart Contract,PoS,2681.52411803,3261.56554262,2855.01941047,3100.56759698,15.63,9.2,14.752,372.068,19.1,225,6248,0.318,67,3.3
2020-10,2020,10,Q4,ETH,Ethereum,Smart Contract,PoS,3100.56759698,2757.30105721,2481.20845642,2676.29126739,-13.68,8.6,16.443,321.155,18.0,983,6602,0.558,68,19.3
2020-11,2020,11,Q4,ETH,Ethereum,Smart Contract,PoS,2676.29126739,3774.07444569,3214.6436808,3439.40031127,28.51,12.2,8.84,412.728,20.1,624,14873,0.301,53,-8.2
2020-12,2020,12,Q4,ETH,Ethereum,Smart Contract,PoS,3439.40031127,4605.93850474,3375.70225193,3960.31973807,15.15,18.6,7.143,475.238,15.3,427,16304,0.633,64,-18.1
2021-01,2021,1,Q1,ETH,Ethereum,Smart Contract,PoS,3960.31973807,5711.73224843,4343.12249565,5149.85681363,30.04,19.3,17.565,617.983,15.0,301,5459,0.757,77,-84.5
2021-02,2021,2,Q1,ETH,Ethereum,Smart Contract,PoS,5149.85681363,5374.82502846,4757.09237267,5145.39806438,-0.09,10.6,2.874,617.448,17.4,936,13788,-0.058,69,6.9
