city,iso_alpha3,latitude,longitude,continent,who_region,wb_income_group,year,data_days,temp_mean_c,temp_max_c,temp_min_c,temp_std_c,temp_range_mean_c,temp_seasonal_amp,temp_yoy_change,temp_5yr_mean,temp_anomaly,days_above_35c,days_above_40c,days_below_0c,days_below_minus10c,heat_stress_index,cold_stress_index,drought_stress_days,ideal_climate_days,precip_total_mm,precip_mean_mm,precip_max_day_mm,precip_std_mm,precip_yoy_change,days_heavy_rain,days_moderate_rain,days_dry,rh_mean_pct,rh_max_pct,dewpoint_mean_c,humidity_stress_days,wind_mean_ms,wind_max_ms,wind_std_ms,high_wind_days,wind_power_density,solar_total_mj,solar_mean_mj,solar_clear_mean_mj,solar_clearness_idx,solar_peak_days,solar_annual_kwh_m2,pressure_mean_kpa,pressure_std_kpa,climate_volatility,gdp_per_capita_usd,population,urban_pop_pct,energy_use_kg_oil_eq
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2000,366.0,27.883743169398908,41.83,15.31,5.538407904324062,6.130464480874317,15.567942157953283,-0.8144,28.1734,-0.2897,124.0,20.0,0.0,0.0,72.0,0.0,209.0,124.0,21.58,0.058961748633879776,14.1,0.7472077803569602,-4.25,0.0,1.0,352.0,61.11866120218579,80.52,18.900245901639344,1.0,3.988989071038251,10.37,1.4139073674452116,1.0,38.8772,2208.4312,6.033965027322404,6.166223770491803,,0.0,613.5,100.72218579234972,0.764951160346462,0.1433,29865.502347066,3493575.0,79.287092479995,8956.94929901911
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2001,365.0,28.08668493150685,42.18,14.17,5.42729241805879,6.177178082191781,15.928387096774195,0.2029,28.1828,-0.0961,132.0,14.0,0.0,0.0,78.0,0.0,210.0,139.0,10.100000000000001,0.02767123287671233,1.82,0.15209815139964855,-11.48,0.0,0.0,349.0,60.742082191780824,79.17,18.95613698630137,0.0,3.804301369863014,8.87,1.2725072020449864,0.0,33.7234,2198.5315,6.02337397260274,6.206072328767123,0.6570410958904109,0.0,610.75,100.73772602739727,0.7874814014945587,0.0284,27745.1708087672,3723590.0,79.7469002624215,11703.2751045514
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2002,365.0,28.250849315068496,42.49,16.13,5.344857505042549,6.127424657534247,14.255126728110604,0.1642,28.3592,-0.1084,150.0,13.0,0.0,0.0,95.0,0.0,208.0,142.0,33.4,0.09150684931506849,3.23,0.3678623698711811,23.3,0.0,0.0,327.0,60.35904109589042,76.29,19.088739726027395,0.0,3.9191506849315068,9.29,1.4419197337024225,0.0,36.8708,2189.6574,5.999061369863014,6.228533698630137,0.6514794520547946,0.0,608.29,100.79517808219178,0.7676933364690282,0.0672,27753.6089526346,3956826.0,80.2705602850306,10866.2518811768
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2003,365.0,28.13978082191781,41.93,15.74,5.39424733836273,6.158602739726028,15.589032258064517,-0.1111,28.2118,-0.072,138.0,14.0,0.0,0.0,84.0,0.0,208.0,134.0,55.99,0.1533972602739726,9.77,0.8683086176510022,22.59,0.0,4.0,329.0,60.85424657534247,82.61,19.136109589041098,1.0,3.9727123287671233,11.43,1.5263275745462086,2.0,38.4032,2134.7512,5.848633424657534,6.132574520547946,0.6365205479452056,0.0,593.03,100.7733698630137,0.793826376559909,0.1607,29659.5428567811,4192457.0,80.8489432668434,10102.2168560285
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2004,366.0,28.13016393442623,42.25,16.81,5.125973182620279,6.103032786885246,13.772769744160176,-0.0096,28.0982,0.032,130.0,10.0,0.0,0.0,75.0,0.0,214.0,137.0,67.67,0.18489071038251367,29.1,1.6966191568426645,11.68,1.0,2.0,333.0,60.71991803278688,82.27,19.0127868852459,3.0,3.9298360655737703,9.37,1.465739319890748,0.0,37.1732,2198.2979,6.006278415300547,6.257521584699454,0.6518852459016393,0.0,610.69,100.79778688524591,0.7369137928002927,0.2986,33376.7152295209,4428967.0,81.4729199268812,9441.12715739602
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2005,365.0,28.112958904109586,41.23,15.17,5.462019914876208,5.855068493150685,15.782903225806447,-0.0172,28.1441,-0.0311,138.0,7.0,0.0,0.0,76.0,0.0,209.0,134.0,58.91,0.16139726027397258,16.08,1.0179209950631016,-8.76,0.0,2.0,325.0,60.400438356164386,84.37,18.96282191780822,3.0,3.8019178082191782,9.15,1.3118314702783906,0.0,33.66,2164.3806999999997,5.9298101369863,6.201230958904111,0.6446301369863014,0.0,601.26,100.79120547945206,0.7551927735648817,0.191,38719.3138307623,4664790.0,82.2122832763517,9535.07550578601
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2006,365.0,28.052219178082197,41.81,15.44,5.60840918426987,5.968027397260274,15.538709677419352,-0.0607,28.1372,-0.085,135.0,13.0,0.0,0.0,74.0,0.0,211.0,132.0,96.57000000000002,0.2645753424657535,15.86,1.5524626476882706,37.66,0.0,5.0,320.0,60.08980821917808,81.7,18.829808219178084,2.0,3.854958904109589,9.18,1.3856147962875915,0.0,35.0885,2133.3508,5.844796712328767,6.168393424657534,0.6326575342465753,0.0,592.64,100.76556164383561,0.7746761284687096,0.2997,44342.6048322482,5009100.0,82.5588968646829,9239.04144595382
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2007,365.0,28.107342465753426,42.19,15.24,5.786539734066766,5.96813698630137,16.924838709677417,0.0551,28.1085,-0.0012,149.0,14.0,0.0,0.0,61.0,0.0,203.0,135.0,21.33,0.05843835616438356,4.77,0.3403368154862339,-75.24,0.0,0.0,342.0,59.9397808219178,79.66,18.826657534246575,0.0,3.7544383561643833,9.02,1.4027919666940882,0.0,32.4146,2189.4178,5.99840493150685,6.187155890410959,0.6529041095890411,0.0,608.22,100.73101369863012,0.8241931201256055,0.0677,45854.7325158162,5624635.0,82.758608500318,8929.1273242532
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2008,366.0,27.589016393442616,42.42,12.73,5.852351698226151,6.075054644808744,16.30472747497219,-0.5183,27.9983,-0.4093,125.0,7.0,0.0,0.0,72.0,0.0,216.0,114.0,67.64,0.1848087431693989,20.05,1.4980463410832623,46.31,1.0,3.0,345.0,60.04792349726776,84.57,18.28877049180328,7.0,3.7737978142076503,11.54,1.4036648909665703,2.0,32.9186,2167.091,5.921013661202186,6.131743169398907,0.6450819672131147,0.0,602.02,100.74147540983608,0.8167738126540928,0.3067,50054.1700681803,6302664.0,82.9658963549658,9425.05532774732
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2009,365.0,27.872410958904112,40.74,14.37,5.422094775428193,6.086328767123288,15.827741935483864,0.2834,27.9468,-0.0744,142.0,5.0,0.0,0.0,86.0,0.0,214.0,128.0,76.88999999999999,0.2106575342465753,25.89,1.5652592052589094,9.25,1.0,2.0,331.0,60.5653698630137,82.6,18.71435616438356,1.0,3.790630136986301,9.65,1.4277161843081494,0.0,33.3611,2157.4342,5.910778630136987,6.134860821917808,0.6434794520547945,0.0,599.34,100.76397260273974,0.7340126427295974,0.2939,37803.0663738777,6707058.0,83.1701992996163,9445.23902000287
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2010,365.0,28.671095890410957,42.47,14.95,5.48075678620854,5.961315068493151,15.806129032258067,0.7987,28.0584,0.6127,140.0,30.0,0.0,0.0,67.0,0.0,205.0,139.0,123.40999999999998,0.33810958904109584,59.44,3.3648646739016974,46.52,1.0,4.0,332.0,58.50046575342466,79.02,18.956958904109587,0.0,3.615890410958904,8.26,1.316356772608556,0.0,28.9569,2189.1466,5.99766191780822,6.19706410958904,0.6563287671232877,0.0,608.14,100.72279452054792,0.7508152155370733,0.6215,44795.2949302268,6869838.0,83.3714299144178,8849.86287819387
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2011,365.0,28.03723287671233,42.76,15.99,5.74207286948508,5.847041095890411,14.92429723502304,-0.6339,28.0554,-0.0182,137.0,17.0,0.0,0.0,78.0,0.0,211.0,134.0,24.889999999999997,0.0681917808219178,4.55,0.38649597532607166,-98.52,0.0,0.0,340.0,60.33967123287672,80.88,18.89082191780822,2.0,4.075863013698631,9.49,1.4366454489603084,0.0,41.4729,2138.4098,5.858656986301369,6.100694246575342,0.638931506849315,0.0,594.05,100.67709589041095,0.7742903905587598,0.0764,51921.904511613,7104538.0,83.5695007795347,8498.19879197847
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2012,366.0,28.05896174863388,43.18,14.92,5.964256962175724,6.0837704918032784,15.958064516129035,0.0217,28.0457,0.0133,145.0,17.0,0.0,0.0,58.0,0.0,203.0,140.0,24.599999999999998,0.06721311475409836,10.49,0.5890450999712455,-0.29,0.0,1.0,344.0,59.109316939890704,84.94,18.50379781420765,1.0,3.826803278688524,9.97,1.5462642208389727,0.0,34.3253,2141.3896999999997,5.850791530054644,6.072910655737705,0.6376502732240437,0.0,594.88,100.72084699453552,0.769476316193503,0.1209,53141.6124340099,7391448.0,83.7643244751488,8466.34602792332
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2013,365.0,27.826000000000004,42.6,15.01,5.33625284217347,5.859013698630137,14.75548387096774,-0.233,28.0931,-0.2671,115.0,9.0,0.0,0.0,67.0,0.0,205.0,154.0,32.809999999999995,0.0898904109589041,7.92,0.6043905194864996,8.21,0.0,2.0,338.0,59.99427397260275,80.89,18.66430136986301,1.0,3.9288219178082193,10.06,1.459903836800596,1.0,37.1444,2142.8037,5.87069506849315,6.141495068493151,0.6413972602739726,0.0,595.27,100.73397260273973,0.8156385951686242,0.1119,53247.2409495441,7693031.0,83.9558135814626,8654.48549263775
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2014,365.0,28.016246575342468,42.99,14.74,5.761042086987785,5.940794520547945,16.06838709677419,0.1902,28.1219,-0.1057,145.0,13.0,0.0,0.0,71.0,0.0,209.0,135.0,33.760000000000005,0.09249315068493152,13.64,0.7998420710064273,0.95,0.0,1.0,343.0,60.416520547945204,81.66,18.904246575342462,3.0,3.8753972602739726,8.55,1.2354825851157687,0.0,35.6496,2203.2282999999998,6.036241917808218,6.231417808219178,0.6560547945205479,0.0,612.06,100.80983561643836,0.768385259469325,0.1588,52725.2358407934,8059440.0,84.1438806787019,9398.40039523838
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2015,365.0,28.517972602739725,43.18,16.44,5.603281196235156,6.213068493150684,15.573548387096771,0.5017,28.0913,0.4267,151.0,30.0,0.0,0.0,64.0,0.0,184.0,139.0,51.78,0.14186301369863014,17.98,1.042564901859737,18.02,0.0,2.0,317.0,58.5621095890411,81.91,18.74980821917808,1.0,3.951753424657534,9.83,1.437418203891867,0.0,37.7986,2162.8287,5.925558082191781,6.128620547945205,0.644931506849315,0.0,600.83,100.82504109589041,0.7537585754502094,0.1979,44910.334995523,8505237.0,84.3284383471193,9973.9828745403
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2016,366.0,28.102459016393443,43.65,14.92,5.633714603886299,5.760710382513661,15.704516129032257,-0.4155,28.1043,-0.0018,124.0,23.0,0.0,0.0,73.0,0.0,183.0,115.0,134.2,0.36666666666666664,37.79,2.4215945914410977,82.42,1.0,8.0,321.0,62.04549180327869,85.51,19.446366120218578,6.0,3.8845081967213115,9.46,1.4149292653557022,0.0,35.9016,2164.9587,5.915187704918033,6.174363114754099,0.6458196721311475,0.0,601.43,100.80551912568306,0.781092054922685,0.4688,42721.0999383185,8935095.0,84.5093991669984,10191.6184664294
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2017,365.0,28.500082191780823,43.04,13.77,5.700194737741071,6.26567123287671,16.01057603686636,0.3976,28.1926,0.3075,154.0,39.0,0.0,0.0,79.0,0.0,190.0,109.0,196.53,0.5384383561643835,30.04,2.7623813235226575,62.33,2.0,9.0,304.0,61.05693150684931,85.07,19.44090410958904,7.0,3.8584109589041096,12.52,1.3847369313737325,1.0,35.1829,2071.6066,5.675634520547946,6.173638904109589,0.616986301369863,0.0,575.49,100.7743287671233,0.7768270921998494,0.5338,43733.6192287435,9223225.0,84.686675718659,8378.97733971587
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2018,365.0,28.535643835616433,42.31,16.25,5.430733809345038,6.122328767123288,15.307419354838707,0.0356,28.3345,0.2011,152.0,20.0,0.0,0.0,66.0,0.0,209.0,140.0,12.970000000000002,0.035534246575342474,1.55,0.15451822345242996,-183.56,0.0,0.0,339.0,60.32320547945206,79.58,19.337726027397263,0.0,3.8246027397260276,8.98,1.2273621175410667,0.0,34.2661,2079.352,5.696854794520547,6.1236947945205475,0.621972602739726,0.0,577.64,100.73728767123288,0.7898101294895422,0.0284,47135.3591943971,9346701.0,84.8601805824625,8363.00928463633
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2019,365.0,28.301013698630133,41.9,16.18,5.64240818475925,6.003205479452055,14.770264976958522,-0.2346,28.3914,-0.0904,142.0,21.0,0.0,0.0,84.0,0.0,192.0,148.0,62.13000000000001,0.1702191780821918,18.05,1.109047188407557,49.16,0.0,2.0,318.0,60.268904109589045,84.92,19.17145205479452,1.0,3.982876712328767,9.43,1.364303428365004,0.0,38.6987,2047.3908999999999,5.609290136986301,6.152722739726028,0.610027397260274,0.0,568.77,100.77117808219177,0.7865441057483815,0.2136,45938.6073581994,9445785.0,85.0298263388195,8736.63609388178
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2020,366.0,28.413852459016397,44.02,14.13,5.740119913795121,6.0970218579234965,15.835806451612903,0.1128,28.3706,0.0433,150.0,16.0,0.0,0.0,80.0,0.0,196.0,130.0,81.31,0.2221584699453552,24.95,1.502078919919911,19.18,1.0,3.0,317.0,60.74928961748633,79.96,19.394918032786887,0.0,4.000874316939891,9.9,1.390749990057676,0.0,39.2257,2112.1794,5.770981967213115,6.231894262295081,0.6303825136612022,0.0,586.76,100.76090163934424,0.8008940252079194,0.2931,37991.7492971665,9401038.0,85.1955255681984,8105.43812949633
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2021,365.0,29.10506849315069,42.71,13.94,5.497195669503883,6.091643835616438,15.664838709677422,0.6912,28.5711,0.534,158.0,29.0,0.0,0.0,85.0,0.0,194.0,129.0,26.56,0.07276712328767122,7.24,0.42275166509988327,-54.75,0.0,1.0,316.0,59.95961643835617,83.86,19.7572602739726,1.0,3.778383561643836,8.21,1.1711905118782566,0.0,33.0388,2141.6400000000003,5.8675068493150695,6.205322191780823,0.6394794520547946,0.0,594.95,100.72309589041097,0.7517437634159083,0.0772,44118.5047192771,9575152.0,85.3571908511355,8500.46410586578
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2022,365.0,28.67435616438356,42.14,16.56,5.208063848362711,6.103123287671233,14.95774193548387,-0.4307,28.606,0.0684,133.0,13.0,0.0,0.0,76.0,0.0,207.0,109.0,160.76,0.44043835616438354,51.07,3.280268235590781,134.2,2.0,6.0,308.0,62.07991780821917,85.69,19.941616438356167,2.0,3.9544383561643834,11.64,1.5863949471033663,1.0,37.8757,2028.4106,5.557289315068493,5.970865753424658,0.6061643835616438,0.0,563.49,100.69041095890411,0.7614886345434929,0.5757,50759.7589231191,10074977.0,85.5147347682487,8303.27667116047
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2023,365.0,28.829780821917804,42.63,15.77,5.541778234085612,5.7823013698630135,15.798387096774189,0.1554,28.6648,0.165,145.0,27.0,0.0,0.0,92.0,0.0,193.0,131.0,107.48999999999998,0.2944931506849314,22.5,1.7947998994905283,-53.27,1.0,7.0,319.0,61.95128767123288,84.88,20.155150684931506,3.0,3.6941643835616436,9.06,1.354825999672033,0.0,30.8784,2009.1415000000002,5.504497260273973,5.955164383561643,0.5991506849315068,0.0,558.14,100.79890410958906,0.7498021014435862,0.3334,49850.6872175164,10483751.0,85.6680699002526,9139.5423044996
Abu Dhabi,ARE,24.47,54.37,E.Mediterranean,EMR,High,2024,366.0,28.826475409836064,42.6,17.33,5.584401551994108,5.632978142076503,14.716229143492772,-0.0033,28.7699,0.0566,150.0,23.0,0.0,0.0,90.0,0.0,178.0,132.0,326.01,0.8907377049180327,137.11,7.711462434516381,218.52,4.0,10.0,303.0,63.0213387978142,85.45,20.512021857923497,6.0,3.8389344262295086,8.13,1.3730588633644372,0.0,34.6528,1994.6703,5.4499188524590165,5.926071038251366,0.5956010928961749,0.0,554.12,100.73245901639343,0.8052794748174806,1.4438,50273.5060469837,10986400.0,85.8171088279791,
Abuja,NGA,9.07,7.4,Africa,AFR,LowerMid,1990,365.0,24.720630136986298,38.61,13.43,1.3660882582428733,9.559780821917807,3.396419354838713,,,,27.0,0.0,0.0,0.0,0.0,0.0,99.0,83.0,1327.0700000000002,3.6358082191780827,18.53,4.258621341743106,,0.0,110.0,107.0,74.45556164383561,94.09,18.91882191780822,211.0,2.323123287671233,5.07,0.8171792805233344,0.0,7.6793,2026.6005999999998,5.552330410958904,6.4767821917808215,,0.0,562.99,96.4869315068493,0.13940969828931846,0.2262,556.376449130902,97120925.0,35.1866181650421,287.480711933649
Abuja,NGA,9.07,7.4,Africa,AFR,LowerMid,1991,365.0,24.566794520547944,37.83,12.04,1.7390300991311745,9.432410958904109,5.439677419354837,-0.1538,,,10.0,0.0,0.0,0.0,0.0,0.0,88.0,114.0,1467.65,4.020958904109589,30.16,4.989102840681882,140.58,4.0,119.0,125.0,75.41961643835616,94.08,19.201424657534247,200.0,2.280904109589041,4.37,0.7019067469679353,0.0,7.2682,2001.8229000000001,5.499513461538462,6.454766027397262,,0.0,556.11,96.4883287671233,0.15530969192694563,0.3394,596.938795710722,99720162.0,35.9657628204929,298.659159161854
Abuja,NGA,9.07,7.4,Africa,AFR,LowerMid,1992,366.0,24.0433606557377,37.31,9.86,1.9215826570635046,9.965218579234973,5.304838709677423,-0.5234,24.4436,-0.4002,23.0,0.0,0.0,0.0,0.0,0.0,78.0,97.0,1680.58,4.5917486338797815,40.0,5.776687983368146,212.93,7.0,133.0,131.0,73.60584699453553,95.29,18.007185792349723,197.0,2.5163114754098364,5.55,0.8218637698195043,0.0,9.7589,1926.2257,5.26291174863388,6.426039617486339,,0.0,535.11,96.505956284153,0.15956460709415987,0.4432,508.515905682785,102372770.0,36.7456434131176,307.486931417379
Abuja,NGA,9.07,7.4,Africa,AFR,LowerMid,1993,365.0,24.292493150684933,36.72,11.74,1.6259259671460353,9.615945205479452,4.9655591397849435,0.2491,24.4058,-0.1133,10.0,0.0,0.0,0.0,0.0,0.0,91.0,92.0,1613.0900000000001,4.419424657534247,32.04,5.289865019149255,-67.49,6.0,138.0,122.0,76.18956164383562,94.9,19.063917808219177,215.0,2.358958904109589,4.92,0.7631877269376429,0.0,8.0402,2005.3365000000001,5.494072602739727,6.444762739726026,,0.0,557.08,96.48443835616439,0.1535603996053698,0.3401,539.573202297542,105122069.0,37.5335756091442,299.654362920468
Abuja,NGA,9.07,7.4,Africa,AFR,LowerMid,1994,365.0,23.981890410958908,37.3,11.31,1.7901163290338784,9.425178082191781,5.924193548387095,-0.3106,24.321,-0.3391,9.0,0.0,0.0,0.0,0.0,0.0,61.0,109.0,2049.3,5.614520547945206,36.38,7.011275581357225,436.21,19.0,156.0,121.0,77.21356164383563,96.15,19.073123287671233,208.0,2.485835616438356,4.94,0.7420795515414071,0.0,9.4086,1972.9770000000003,5.405416438356165,6.457109315068493,,0.0,548.09,96.49068493150686,0.13564992888454722,0.5024,744.884247151377,107935714.0,38.3306573470114,263.019074663051
Abuja,NGA,9.07,7.4,Africa,AFR,LowerMid,1995,365.0,24.213561643835618,36.08,13.88,1.5298345901600066,9.250493150684932,3.9108064516129026,0.2317,24.2196,-0.006,10.0,0.0,0.0,0.0,0.0,0.0,70.0,112.0,2094.52,5.73841095890411,63.2,7.225669648109835,45.22,14.0,166.0,125.0,77.61468493150686,95.36,19.43961643835617,213.0,2.394027397260274,4.86,0.6876288684936009,0.0,8.4041,1959.0446000000002,5.367245479452055,6.445280273972603,,0.0,544.22,96.472,0.14993075324706032,0.4384,1271.61617353199,110819428.0,39.1364103583649,256.918214458953
