date,year,month,quarter,symbol,name,category,consensus_mechanism,open_usd,high_usd,low_usd,close_usd,monthly_return_pct,monthly_volatility_pct,volume_usd_billion,market_cap_usd_billion,dominance_pct,active_addresses_thousands,transaction_count_thousands,social_sentiment_score,fear_greed_index,exchange_netflow_million_usd
2020-07,2020,7,Q3,BTC,Bitcoin,Store of Value,PoW,64757.7965945,61388.60535737,47892.66698898,55063.18852441,-14.97,13.4,19.918,1084.745,50.2,694,9069,-0.182,47,7.2
2020-08,2020,8,Q3,BTC,Bitcoin,Store of Value,PoW,55063.18852441,73948.41682793,57524.15934787,65826.50755547,19.55,13.3,15.186,1296.782,55.0,728,9126,0.433,52,-32.4
2020-09,2020,9,Q3,BTC,Bitcoin,Store of Value,PoW,65826.50755547,91377.60930268,73404.77445792,78788.98781056,19.69,22.1,18.682,1552.143,50.7,1250,5306,-0.134,59,-13.5
2020-10,2020,10,Q4,BTC,Bitcoin,Store of Value,PoW,78788.98781056,64084.05769825,53852.18443869,59609.88131184,-24.34,15.1,19.431,1174.315,37.3,1923,8378,0.231,54,24.3
2020-11,2020,11,Q4,BTC,Bitcoin,Store of Value,PoW,59609.88131184,96559.47266443,72496.80874622,86353.962491,44.87,18.7,23.741,1701.173,50.2,542,14341,0.646,57,-6.9
2020-12,2020,12,Q4,BTC,Bitcoin,Store of Value,PoW,86353.962491,97211.52983731,69096.35500086,82144.49447145,-4.87,19.0,34.46,1618.247,51.1,472,5354,0.053,60,-6.7
2021-01,2021,1,Q1,BTC,Bitcoin,Store of Value,PoW,82144.49447145,96592.85587466,79332.37050249,90304.91366349,9.93,14.3,27.156,1779.007,56.9,222,16535,0.739,81,-43.7
2021-02,2021,2,Q1,BTC,Bitcoin,Store of Value,PoW,90304.91366349,100837.61233804,93903.96709866,97822.9788844,8.33,9.0,18.59,1927.113,53.7,1759,3690,0.234,71,58.9
2021-03,2021,3,Q1,BTC,Bitcoin,Store of Value,PoW,97822.9788844,115590.94590918,92941.16794985,106825.46421271,9.2,24.2,42.103,2104.462,51.7,1002,2939,0.692,97,50.6
2021-04,2021,4,Q2,BTC,Bitcoin,Store of Value,PoW,106825.46421271,131699.09558888,107934.48109422,120295.87392405,12.61,21.9,30.355,2369.829,37.4,468,15447,0.751,88,8.3
2021-05,2021,5,Q2,BTC,Bitcoin,Store of Value,PoW,120295.87392405,78288.77665055,65347.99214799,70826.73937543,-41.12,23.8,19.317,1395.287,48.4,1409,12963,0.747,46,-19.4
2021-06,2021,6,Q2,BTC,Bitcoin,Store of Value,PoW,70826.73937543,65699.28986488,55020.8296333,59954.33766925,-15.35,15.1,35.472,1181.1,55.3,692,15274,0.479,70,-2.9
2021-07,2021,7,Q3,BTC,Bitcoin,Store of Value,PoW,59954.33766925,84461.91549948,69600.91463411,75583.13133425,26.07,11.8,9.866,1488.988,45.9,1194,10783,0.439,73,18.5
2021-08,2021,8,Q3,BTC,Bitcoin,Store of Value,PoW,75583.13133425,96376.21670583,80978.4930106,89245.99759359,18.08,11.9,25.513,1758.146,38.4,647,13512,0.982,66,20.9
2021-09,2021,9,Q3,BTC,Bitcoin,Store of Value,PoW,89245.99759359,69521.91903966,56098.23833454,65001.49530052,-27.17,17.7,12.164,1280.529,45.3,1209,1473,0.304,66,-61.8
2021-10,2021,10,Q4,BTC,Bitcoin,Store of Value,PoW,65001.49530052,81349.23856583,66077.67865895,72017.67885623,10.79,15.3,18.47,1418.748,42.9,1533,10080,0.754,62,64.4
2021-11,2021,11,Q4,BTC,Bitcoin,Store of Value,PoW,72017.67885623,76185.51849677,63113.30658677,72409.62455452,0.54,14.4,10.385,1426.47,55.0,609,14967,0.369,74,-7.3
2021-12,2021,12,Q4,BTC,Bitcoin,Store of Value,PoW,72409.62455452,59956.88466957,52891.93340077,56921.23749192,-21.39,8.0,10.434,1121.348,40.5,206,6733,0.12,73,40.1
2022-01,2022,1,Q1,BTC,Bitcoin,Store of Value,PoW,56921.23749192,52234.22510679,45808.01140202,47962.04490224,-15.74,10.3,7.637,944.852,47.4,1362,8471,0.577,58,2.8
2022-02,2022,2,Q1,BTC,Bitcoin,Store of Value,PoW,47962.04490224,34974.75452781,31755.65453297,33852.00663693,-29.42,10.7,16.057,666.885,47.3,155,6388,-0.026,43,7.2
2022-03,2022,3,Q1,BTC,Bitcoin,Store of Value,PoW,33852.00663693,35032.75465113,25343.83783068,30801.97989679,-9.01,21.9,14.35,606.799,47.8,325,6508,0.505,51,-3.4
2022-04,2022,4,Q2,BTC,Bitcoin,Store of Value,PoW,30801.97989679,40330.21298138,28142.72284206,34835.41006627,13.09,23.7,3.387,686.258,47.1,406,16866,-0.743,47,-11.3
2022-05,2022,5,Q2,BTC,Bitcoin,Store of Value,PoW,34835.41006627,24512.48782655,21237.71281508,22085.56048812,-36.6,11.3,6.085,435.086,41.8,254,9724,-0.024,12,5.0
2022-06,2022,6,Q2,BTC,Bitcoin,Store of Value,PoW,22085.56048812,19113.28829058,13997.1703218,17011.76705113,-22.97,18.8,2.859,335.132,47.3,125,6694,-0.699,16,-4.1
2022-07,2022,7,Q3,BTC,Bitcoin,Store of Value,PoW,17011.76705113,17267.19752339,15332.67837797,16040.81393683,-5.71,12.1,1.701,316.004,42.4,1506,5638,-0.354,31,-1.2
2022-08,2022,8,Q3,BTC,Bitcoin,Store of Value,PoW,16040.81393683,15665.20601474,13373.75940704,14941.17468137,-6.86,12.5,1.014,294.341,59.0,401,12300,-0.998,47,0.9
2022-09,2022,9,Q3,BTC,Bitcoin,Store of Value,PoW,14941.17468137,17390.33436328,13936.4460708,15905.16269094,6.45,23.5,1.65,313.332,49.9,2463,8358,-0.605,46,-2.8
2022-10,2022,10,Q4,BTC,Bitcoin,Store of Value,PoW,15905.16269094,21406.45718854,16282.71618074,18926.70627308,19.0,20.8,5.454,372.856,59.3,382,4235,-0.187,42,-12.0
2022-11,2022,11,Q4,BTC,Bitcoin,Store of Value,PoW,18926.70627308,23387.12807448,17859.22845301,20461.72448337,8.11,19.4,9.048,403.096,41.9,1003,18641,-0.524,27,-14.2
2022-12,2022,12,Q4,BTC,Bitcoin,Store of Value,PoW,20461.72448337,19173.71026121,14230.74113193,15753.80434648,-23.01,23.2,4.041,310.35,40.9,478,9314,-0.412,40,19.6
2023-01,2023,1,Q1,BTC,Bitcoin,Store of Value,PoW,15753.80434648,36666.91295339,25635.03407866,30612.7736468,94.32,21.0,6.211,603.072,41.6,304,2380,0.081,58,-7.6
2023-02,2023,2,Q1,BTC,Bitcoin,Store of Value,PoW,30612.7736468,33229.01280029,26454.03223457,29824.50173635,-2.57,13.3,10.621,587.543,49.2,114,11629,0.158,51,2.6
2023-03,2023,3,Q1,BTC,Bitcoin,Store of Value,PoW,29824.50173635,33589.60815424,27995.42833713,31195.95367563,4.6,22.6,6.635,614.56,55.9,234,15386,0.027,56,29.6
2023-04,2023,4,Q2,BTC,Bitcoin,Store of Value,PoW,31195.95367563,46560.03099952,34645.98929298,40970.01197165,31.33,19.6,4.493,807.109,55.4,1575,18701,0.711,68,-22.8
2023-05,2023,5,Q2,BTC,Bitcoin,Store of Value,PoW,40970.01197165,52932.75910853,38509.96004507,45969.90691251,12.2,19.8,5.037,905.607,46.0,926,2438,0.297,42,-7.7
2023-06,2023,6,Q2,BTC,Bitcoin,Store of Value,PoW,45969.90691251,46821.73184782,31608.93732431,38013.40879086,-17.31,24.6,4.822,748.864,47.7,529,6491,-0.04,47,-21.7
2023-07,2023,7,Q3,BTC,Bitcoin,Store of Value,PoW,38013.40879086,51986.37423024,36204.811168,46833.79869085,23.2,22.8,3.246,922.626,39.2,813,9245,-0.239,45,21.6
2023-08,2023,8,Q3,BTC,Bitcoin,Store of Value,PoW,46833.79869085,55034.23418957,42881.88764829,50496.78819405,7.82,16.4,9.452,994.787,48.9,323,2152,-0.092,48,-4.0
2023-09,2023,9,Q3,BTC,Bitcoin,Store of Value,PoW,50496.78819405,43696.79274183,36164.73771929,41488.23268576,-17.84,15.8,10.751,817.318,53.3,484,18954,-0.297,57,-0.6
2023-10,2023,10,Q4,BTC,Bitcoin,Store of Value,PoW,41488.23268576,50413.52810023,40420.78193827,45900.2109008,10.63,16.4,9.72,904.234,39.7,703,28932,0.231,69,20.1
2023-11,2023,11,Q4,BTC,Bitcoin,Store of Value,PoW,45900.2109008,49652.54987561,40610.42214647,46069.6066555,0.37,16.2,11.176,907.571,44.0,626,7536,0.067,57,8.5
2023-12,2023,12,Q4,BTC,Bitcoin,Store of Value,PoW,46069.6066555,55940.08040331,43411.04555547,49682.91533609,7.84,15.4,13.087,978.753,50.4,669,49714,0.912,53,19.1
2024-01,2024,1,Q1,BTC,Bitcoin,Store of Value,PoW,49682.91533609,70135.20588513,61898.32816769,67047.73603292,34.95,8.8,20.815,1320.84,53.6,457,5023,0.912,92,-15.3
2024-02,2024,2,Q1,BTC,Bitcoin,Store of Value,PoW,67047.73603292,97657.62584101,78737.12124853,88693.19360783,32.28,12.8,27.295,1747.256,54.0,209,10811,0.332,63,17.9
2024-03,2024,3,Q1,BTC,Bitcoin,Store of Value,PoW,88693.19360783,94305.20036087,68010.60343955,83505.13705117,-5.85,21.1,29.876,1645.051,44.4,365,23673,0.282,77,-70.5
2024-04,2024,4,Q2,BTC,Bitcoin,Store of Value,PoW,83505.13705117,82180.25381763,67376.60935257,75282.75496026,-9.85,10.7,11.543,1483.07,47.9,489,10372,0.646,73,-9.1
2024-05,2024,5,Q2,BTC,Bitcoin,Store of Value,PoW,75282.75496026,109353.62103336,94607.64024426,102009.43120596,35.5,13.8,44.407,2009.586,50.1,396,5155,0.259,91,-3.0
2024-06,2024,6,Q2,BTC,Bitcoin,Store of Value,PoW,102009.43120596,114433.71261292,85250.9054528,103956.99837247,1.91,18.3,26.064,2047.953,40.3,451,5161,0.55,59,17.1
2024-07,2024,7,Q3,BTC,Bitcoin,Store of Value,PoW,103956.99837247,99203.77411573,83061.10140402,88571.34342778,-14.8,19.4,19.16,1744.855,47.3,278,13573,0.793,70,-55.1
2024-08,2024,8,Q3,BTC,Bitcoin,Store of Value,PoW,88571.34342778,75054.63137783,60144.84968276,66420.26702714,-25.01,16.0,16.056,1308.479,51.8,258,12976,0.619,52,35.8
2024-09,2024,9,Q3,BTC,Bitcoin,Store of Value,PoW,66420.26702714,76645.40195251,61297.22327747,69461.48164136,4.58,18.4,11.848,1368.391,42.6,575,6673,0.317,69,18.6
2024-10,2024,10,Q4,BTC,Bitcoin,Store of Value,PoW,69461.48164136,82336.38427294,61464.13450556,74714.56071704,7.56,22.9,12.888,1471.877,44.4,1216,3486,-0.061,66,-37.3
2024-11,2024,11,Q4,BTC,Bitcoin,Store of Value,PoW,74714.56071704,106395.86102203,83301.68509369,92840.76379393,24.26,18.5,5.969,1828.963,47.7,1100,12142,0.444,87,50.9
2024-12,2024,12,Q4,BTC,Bitcoin,Store of Value,PoW,92840.76379393,75438.26550674,56792.97392748,66874.9505069,-27.97,19.1,52.953,1317.437,53.5,430,18388,0.176,68,-23.3
2025-01,2025,1,Q1,BTC,Bitcoin,Store of Value,PoW,66874.9505069,96648.3121999,80743.70827642,90475.09732798,35.29,20.2,28.509,1782.359,58.4,943,7448,-0.155,72,133.2
2025-02,2025,2,Q1,BTC,Bitcoin,Store of Value,PoW,90475.09732798,118486.79616205,95238.05864034,101637.99615339,12.34,16.9,21.191,2002.269,38.7,1037,7843,0.159,67,59.8
2025-03,2025,3,Q1,BTC,Bitcoin,Store of Value,PoW,101637.99615339,110097.81757197,78685.8284268,99235.0570885,-2.36,21.0,38.51,1954.931,51.1,2826,2564,0.892,60,-28.1
2025-04,2025,4,Q2,BTC,Bitcoin,Store of Value,PoW,99235.0570885,87956.51136593,69382.40551803,82183.47158993,-17.18,21.6,42.571,1619.014,41.7,405,13777,0.727,74,9.8
2025-05,2025,5,Q2,BTC,Bitcoin,Store of Value,PoW,82183.47158993,100540.744003,91955.48558767,97169.10644886,18.23,8.2,11.917,1914.231,49.0,541,8550,0.339,77,-60.8
2025-06,2025,6,Q2,BTC,Bitcoin,Store of Value,PoW,97169.10644886,121420.83188873,89214.84136174,105733.21372325,8.81,18.9,22.148,2082.944,54.4,1034,3692,0.936,83,63.5
2025-07,2025,7,Q3,BTC,Bitcoin,Store of Value,PoW,105733.21372325,96028.88017799,78489.14145686,84180.82481218,-20.38,19.3,24.612,1658.362,45.6,1003,4948,0.173,86,10.6
2025-08,2025,8,Q3,BTC,Bitcoin,Store of Value,PoW,84180.82481218,97416.02867701,83020.02519338,90809.51421654,7.87,14.8,20.297,1788.947,46.3,2667,2077,0.963,76,14.9
2025-09,2025,9,Q3,BTC,Bitcoin,Store of Value,PoW,90809.51421654,96583.53596369,84275.63390933,90093.07264555,-0.79,13.1,38.203,1774.834,44.7,809,5343,0.7,76,-3.5
2025-10,2025,10,Q4,BTC,Bitcoin,Store of Value,PoW,90093.07264555,90547.84609335,70982.78198512,81582.78355406,-9.45,18.3,24.526,1607.181,37.6,367,4359,0.925,60,-28.8
2025-11,2025,11,Q4,BTC,Bitcoin,Store of Value,PoW,81582.78355406,110533.44776383,96801.66919495,102678.3002004,25.86,14.6,20.486,2022.763,53.3,2219,4937,0.764,78,14.7
2025-12,2025,12,Q4,BTC,Bitcoin,Store of Value,PoW,102678.3002004,80491.33802448,69833.03809274,75897.90767293,-26.08,10.2,21.603,1495.189,40.8,502,5905,1.0,53,-20.0
2026-01,2026,1,Q1,BTC,Bitcoin,Store of Value,PoW,75897.90767293,110890.45909839,72119.50989259,91615.71337412,20.71,23.7,10.128,1804.83,52.5,3198,2151,0.595,78,-15.7
2026-02,2026,2,Q1,BTC,Bitcoin,Store of Value,PoW,91615.71337412,114142.37731212,79558.69996865,94920.27104052,3.61,20.7,24.662,1869.929,38.0,155,10842,0.911,80,62.0
2026-03,2026,3,Q1,BTC,Bitcoin,Store of Value,PoW,94920.27104052,112612.41796286,76915.9436334,99903.85919656,5.25,24.5,46.953,1968.106,56.0,190,8486,0.318,61,36.3
2018-01,2018,1,Q1,ETH,Ethereum,Smart Contract,PoS,878.70810376,1106.0857285,881.44460032,1009.11385434,14.84,20.6,7.596,121.094,19.4,293,6974,0.132,11,-14.9
2018-02,2018,2,Q1,ETH,Ethereum,Smart Contract,PoS,1009.11385434,1081.41982823,947.66334077,1025.38332891,1.61,9.3,2.935,123.046,18.1,828,6075,-0.257,64,5.9
2018-03,2018,3,Q1,ETH,Ethereum,Smart Contract,PoS,1025.38332891,1201.00996204,822.06680402,1076.45348362,4.98,24.9,1.935,129.174,16.8,301,10739,0.113,37,-0.9
2018-04,2018,4,Q2,ETH,Ethereum,Smart Contract,PoS,1076.45348362,1164.93249013,959.60634137,1045.80595445,-2.85,16.1,2.365,125.497,20.9,1360,7645,-0.516,42,-24.0
2018-05,2018,5,Q2,ETH,Ethereum,Smart Contract,PoS,1045.80595445,1123.42550681,927.42370415,1057.64786976,1.13,12.7,3.066,126.918,18.8,297,4594,-0.087,43,-0.5
2018-06,2018,6,Q2,ETH,Ethereum,Smart Contract,PoS,1057.64786976,955.43911271,791.43031603,892.92865641,-15.57,18.2,4.467,107.151,20.1,5462,4446,-0.508,45,-1.5
2018-07,2018,7,Q3,ETH,Ethereum,Smart Contract,PoS,892.92865641,1072.59448162,799.3912985,965.93846964,8.18,22.8,3.008,115.913,19.9,464,8052,-0.068,71,8.6
2018-08,2018,8,Q3,ETH,Ethereum,Smart Contract,PoS,965.93846964,884.99000625,682.27168842,782.97420803,-18.94,20.4,3.125,93.957,17.9,369,7160,-0.38,33,-2.3
2018-09,2018,9,Q3,ETH,Ethereum,Smart Contract,PoS,782.97420803,833.22653982,735.50148234,771.81046609,-1.43,15.0,1.613,92.617,17.0,617,80786,-0.453,32,10.0
2018-10,2018,10,Q4,ETH,Ethereum,Smart Contract,PoS,771.81046609,736.53203071,585.44860287,651.93221343,-15.53,22.4,3.612,78.232,21.2,1388,35169,-0.915,48,3.5
2018-11,2018,11,Q4,ETH,Ethereum,Smart Contract,PoS,651.93221343,1042.85005981,762.35310239,923.70833039,41.69,21.8,0.963,110.845,17.0,536,5316,-0.256,36,20.0
2018-12,2018,12,Q4,ETH,Ethereum,Smart Contract,PoS,923.70833039,652.32207488,598.92534166,631.85248842,-31.6,9.9,1.305,75.822,20.1,558,13712,-0.091,35,-0.8
2019-01,2019,1,Q1,ETH,Ethereum,Smart Contract,PoS,631.85248842,1036.29459702,866.44565938,915.8375063,44.94,14.8,1.203,109.901,15.1,400,3435,-0.304,30,-6.4
2019-02,2019,2,Q1,ETH,Ethereum,Smart Contract,PoS,915.8375063,1104.47533457,929.24812451,995.19374037,8.66,11.0,2.542,119.423,21.5,337,10203,-0.124,32,7.3
2019-03,2019,3,Q1,ETH,Ethereum,Smart Contract,PoS,995.19374037,1118.99038807,1034.72057804,1063.09574441,6.82,8.4,3.547,127.571,18.8,574,5176,-0.206,41,1.7
2019-04,2019,4,Q2,ETH,Ethereum,Smart Contract,PoS,1063.09574441,1145.73555455,953.43813333,1047.11095314,-1.5,11.5,6.665,125.653,18.3,1431,8032,-0.253,40,-0.8
2019-05,2019,5,Q2,ETH,Ethereum,Smart Contract,PoS,1047.11095314,1293.13814733,1070.85282454,1231.55589046,17.61,13.4,4.879,147.787,21.8,621,1983,-0.328,54,-13.6
2019-06,2019,6,Q2,ETH,Ethereum,Smart Contract,PoS,1231.55589046,1535.49357794,1269.90678721,1406.43569992,14.2,11.6,2.009,168.772,18.3,104,12129,-0.288,45,-7.0
2019-07,2019,7,Q3,ETH,Ethereum,Smart Contract,PoS,1406.43569992,1557.14231529,1409.8090835,1510.14367826,7.37,8.5,4.244,181.217,19.7,253,9847,-0.468,41,8.3
2019-08,2019,8,Q3,ETH,Ethereum,Smart Contract,PoS,1510.14367826,1734.47120679,1317.48373391,1544.66497899,2.29,15.0,3.569,185.36,15.9,1000,5471,-0.237,37,1.4
2019-09,2019,9,Q3,ETH,Ethereum,Smart Contract,PoS,1544.66497899,1449.52908566,965.40596253,1189.16925233,-23.01,24.8,3.216,142.7,15.3,262,1857,0.37,48,-1.6
2019-10,2019,10,Q4,ETH,Ethereum,Smart Contract,PoS,1189.16925233,1927.13978637,1512.86702472,1733.89175602,45.81,17.3,7.595,208.067,18.9,846,2523,0.11,43,0.5
2019-11,2019,11,Q4,ETH,Ethereum,Smart Contract,PoS,1733.89175602,1473.42639056,978.43331075,1255.37292784,-27.6,23.7,1.704,150.645,16.7,483,3546,-0.272,56,-3.6
2019-12,2019,12,Q4,ETH,Ethereum,Smart Contract,PoS,1255.37292784,1537.2995248,1238.08815039,1419.75915094,13.09,16.3,3.328,170.371,19.9,434,8111,0.155,22,9.5
2020-01,2020,1,Q1,ETH,Ethereum,Smart Contract,PoS,1419.75915094,1604.15686248,1320.32358786,1432.96991824,0.93,21.0,5.022,171.956,20.8,462,12528,-0.337,55,1.5
2020-02,2020,2,Q1,ETH,Ethereum,Smart Contract,PoS,1432.96991824,1937.2819381,1741.79494668,1800.50770966,25.65,8.6,2.728,216.061,16.1,2740,8096,0.282,21,-19.7
2020-03,2020,3,Q1,ETH,Ethereum,Smart Contract,PoS,1800.50770966,1865.0139111,1301.14585668,1634.6750275,-9.21,21.1,2.313,196.161,18.7,114,3388,-0.358,61,-24.2
2020-04,2020,4,Q2,ETH,Ethereum,Smart Contract,PoS,1634.6750275,2192.74783629,1935.14933782,2055.28961647,25.73,14.3,3.173,246.635,21.7,227,9809,-0.057,34,25.6
2020-05,2020,5,Q2,ETH,Ethereum,Smart Contract,PoS,2055.28961647,2807.13277371,2395.73234298,2631.84591922,28.05,20.1,4.134,315.822,19.1,222,9922,0.44,48,5.1
2020-06,2020,6,Q2,ETH,Ethereum,Smart Contract,PoS,2631.84591922,2261.51599965,1939.26262731,2090.45417321,-20.57,11.9,4.452,250.855,18.8,1091,3711,-0.102,40,-8.5
2020-07,2020,7,Q3,ETH,Ethereum,Smart Contract,PoS,2090.45417321,3497.10477536,2489.17026744,2873.69656756,37.47,23.6,5.224,344.844,15.8,322,12102,0.137,45,39.4
2020-08,2020,8,Q3,ETH,Ethereum,Smart Contract,PoS,2873.69656756,3027.02466968,2374.67511882,2681.52411803,-6.69,19.5,5.111,321.783,20.2,525,22035,0.032,65,-21.0
2020-09,2020,9,Q3,ETH,Ethereum,Smart Contract,PoS,2681.52411803,3261.56554262,2855.01941047,3100.56759698,15.63,9.2,14.752,372.068,19.1,164,5996,0.318,67,3.3
2020-10,2020,10,Q4,ETH,Ethereum,Smart Contract,PoS,3100.56759698,2757.30105721,2481.20845642,2676.29126739,-13.68,8.6,16.443,321.155,18.0,1289,6394,0.558,68,19.3
2020-11,2020,11,Q4,ETH,Ethereum,Smart Contract,PoS,2676.29126739,3774.07444569,3214.6436808,3439.40031127,28.51,12.2,8.84,412.728,20.1,683,16492,0.301,53,-8.2
2020-12,2020,12,Q4,ETH,Ethereum,Smart Contract,PoS,3439.40031127,4605.93850474,3375.70225193,3960.31973807,15.15,18.6,7.143,475.238,15.3,401,18359,0.633,64,-18.1
2021-01,2021,1,Q1,ETH,Ethereum,Smart Contract,PoS,3960.31973807,5679.27922429,4318.44566329,5120.59626355,29.3,19.3,17.465,614.472,15.0,246,5122,0.749,77,-84.1
2021-02,2021,2,Q1,ETH,Ethereum,Smart Contract,PoS,5120.59626355,5315.76101716,4704.81663231,5088.85522851,-0.62,10.6,2.843,610.663,17.4,1204,15097,-0.073,69,6.9
