country,region,income_group,year,population,gdp_usd,total_electricity_generation_twh,electricity_demand_twh,solar_electricity_twh,wind_electricity_twh,renewables_electricity_twh,hydro_electricity_twh,nuclear_electricity_twh,fossil_electricity_twh,solar_share_pct,wind_share_pct,renewables_share_pct,fossil_share_pct,low_carbon_share_pct,carbon_intensity_gco2_kwh,co2_saved_solar_wind_mt,solar_yoy_growth_pct,wind_yoy_growth_pct,renewables_yoy_growth_pct,policy_milestone
Kuwait,Middle East,High,2004,2157329.0,123477836787.0,41.26,41.26,0.0,0.0,0.0,0.0,0.0,41.26,0.0,0.0,0.0,100.0,0.0,654.39,0.0,,,,
Kuwait,Middle East,High,2005,2236797.0,142799938874.0,43.73,43.73,0.0,0.0,0.0,0.0,0.0,43.73,0.0,0.0,0.0,100.0,0.0,654.7,0.0,,,,
Kuwait,Middle East,High,2006,2364741.0,159619963672.0,47.6,47.6,0.0,0.0,0.0,0.0,0.0,47.6,0.0,0.0,0.0,100.0,0.0,653.78,0.0,,,,
Kuwait,Middle East,High,2007,2507890.0,174545824817.0,48.75,48.75,0.0,0.0,0.0,0.0,0.0,48.75,0.0,0.0,0.0,100.0,0.0,653.74,0.0,,,,
Kuwait,Middle East,High,2008,2651433.0,183755530386.0,51.75,51.75,0.0,0.0,0.0,0.0,0.0,51.75,0.0,0.0,0.0,100.0,0.0,653.14,0.0,,,,
Kuwait,Middle East,High,2009,2795489.0,175302339443.0,53.22,53.22,0.0,0.0,0.0,0.0,0.0,53.22,0.0,0.0,0.0,100.0,0.0,654.27,0.0,,,,
Kuwait,Middle East,High,2010,2943374.0,176036955078.0,57.03,57.03,0.0,0.0,0.0,0.0,0.0,57.03,0.0,0.0,0.0,100.0,0.0,653.34,0.0,,,,
Kuwait,Middle East,High,2011,3132815.0,201228682118.0,57.46,57.46,0.0,0.0,0.0,0.0,0.0,57.46,0.0,0.0,0.0,100.0,0.0,652.63,0.0,,,,
Kuwait,Middle East,High,2012,3337025.0,214560063974.0,61.12,61.12,0.0,0.0,0.0,0.0,0.0,61.12,0.0,0.0,0.0,100.0,0.0,651.01,0.0,,,,
Kuwait,Middle East,High,2013,3507755.0,217029672079.0,60.99,60.99,0.0,0.01,0.01,0.0,0.0,60.98,0.0,0.016,0.016,99.984,0.016,651.91,0.0,,inf,inf,
Kuwait,Middle East,High,2014,3665769.0,218112639263.0,65.15,65.15,0.0,0.01,0.01,0.0,0.0,65.14,0.0,0.015,0.015,99.985,0.015,650.96,0.0,,0.0,0.0,
Kuwait,Middle East,High,2015,3834465.0,219406044434.0,68.3,68.3,0.0,0.01,0.01,0.0,0.0,68.29,0.0,0.015,0.015,99.985,0.015,650.51,0.0,,0.0,0.0,
Kuwait,Middle East,High,2016,4003976.0,225825859800.0,70.1,70.1,0.01,0.01,0.02,0.0,0.0,70.08,0.014,0.014,0.029,99.971,0.029,650.07,0.01,inf,0.0,100.0,
Kuwait,Middle East,High,2017,4154686.0,215180426540.0,68.89,68.89,0.01,0.03,0.04,0.0,0.0,68.85,0.015,0.044,0.058,99.942,0.058,650.6,0.02,0.0,200.0,100.0,
Kuwait,Middle East,High,2018,4323389.0,220424403170.0,74.13,74.13,0.05,0.04,0.09,0.0,0.0,74.04,0.067,0.054,0.121,99.879,0.121,650.07,0.04,400.0,33.3,125.0,
Kuwait,Middle East,High,2019,4442201.0,219207651814.0,75.04,75.04,0.06,0.04,0.1,0.0,0.0,74.94,0.08,0.053,0.133,99.867,0.133,649.52,0.04,20.0,0.0,11.1,
Kuwait,Middle East,High,2020,4400146.0,199796812404.0,74.64,74.64,0.06,0.03,0.09,0.0,0.0,74.55,0.08,0.04,0.121,99.879,0.121,650.19,0.04,0.0,-25.0,-10.0,
Kuwait,Middle East,High,2021,4360748.0,202410138854.0,80.8,80.8,0.14,0.07,0.21,0.0,0.0,80.59,0.173,0.087,0.26,99.74,0.26,649.63,0.09,133.3,133.3,133.3,15% renewables by 2030
Kuwait,Middle East,High,2022,4589514.0,218961227193.0,85.29,85.29,0.18,1.72,1.9,0.0,0.0,83.39,0.211,2.017,2.228,97.772,2.228,636.89,0.86,28.6,2357.1,804.8,
Kuwait,Middle East,High,2023,4838781.0,,89.76,89.76,0.19,1.72,1.91,0.0,0.0,87.85,0.212,1.916,2.128,97.872,2.128,636.14,0.86,5.6,0.0,0.5,
Kuwait,Middle East,High,2024,4934508.0,,92.49,92.49,0.21,1.86,2.07,0.0,0.0,90.42,0.227,2.011,2.238,97.762,2.238,635.2,0.93,10.5,8.1,8.4,
Kuwait,Middle East,High,2025,5026079.0,,92.49,92.49,0.21,1.86,2.07,0.0,0.0,90.42,0.227,2.011,2.238,97.762,2.238,635.31,0.93,0.0,0.0,0.0,
Malaysia,Asia,Upper-middle,2000,22967817.0,305803211129.0,69.9,69.88,0.0,0.0,7.56,6.99,0.0,62.34,0.0,0.0,10.815,89.185,10.815,581.83,0.0,,,,
Malaysia,Asia,Upper-middle,2001,23526535.0,309934494308.0,75.78,75.69,0.0,0.0,6.64,6.07,0.0,69.14,0.0,0.0,8.762,91.238,8.762,600.03,0.0,,,-12.2,
Malaysia,Asia,Upper-middle,2002,24102477.0,329700338274.0,80.87,80.84,0.0,0.0,5.81,5.41,0.0,75.06,0.0,0.0,7.184,92.816,7.184,618.28,0.0,,,-12.5,
Malaysia,Asia,Upper-middle,2003,24679604.0,350966698067.0,83.31,83.11,0.0,0.0,5.51,5.09,0.0,77.8,0.0,0.0,6.614,93.386,6.614,631.14,0.0,,,-5.2,
Malaysia,Asia,Upper-middle,2004,25256773.0,377079435469.0,96.06,95.54,0.0,0.0,6.15,5.57,0.0,89.91,0.0,0.0,6.402,93.598,6.402,649.8,0.0,,,11.6,
Malaysia,Asia,Upper-middle,2005,25836075.0,399781035415.0,98.75,96.52,0.0,0.0,6.6,6.01,0.0,92.15,0.0,0.0,6.684,93.316,6.684,652.46,0.0,,,7.3,
Malaysia,Asia,Upper-middle,2006,26417909.0,426608936099.0,103.99,101.67,0.0,0.0,6.94,6.32,0.0,97.05,0.0,0.0,6.674,93.326,6.674,652.66,0.0,,,5.2,
Malaysia,Asia,Upper-middle,2007,26998383.0,458125848157.0,108.55,106.29,0.0,0.0,6.72,5.96,0.0,101.83,0.0,0.0,6.191,93.809,6.191,662.28,0.0,,,-3.2,
Malaysia,Asia,Upper-middle,2008,27570052.0,485245105845.0,113.83,113.35,0.0,0.0,8.61,7.81,0.0,105.22,0.0,0.0,7.564,92.436,7.564,651.06,0.0,,,28.1,
Malaysia,Asia,Upper-middle,2009,28124779.0,483081319364.0,116.11,116.02,0.0,0.0,8.28,6.89,0.0,107.83,0.0,0.0,7.131,92.869,7.131,666.61,0.0,,,-3.8,
Malaysia,Asia,Upper-middle,2010,28655772.0,525056610488.0,125.04,124.89,0.0,0.0,7.62,6.36,0.0,117.42,0.0,0.0,6.094,93.906,6.094,688.98,0.0,,,-8.0,
Malaysia,Asia,Upper-middle,2011,29162034.0,557469657636.0,127.07,127.43,0.0,0.0,9.6,8.06,0.0,117.47,0.0,0.0,7.555,92.445,7.555,685.69,0.0,,,26.0,
Malaysia,Asia,Upper-middle,2012,29662835.0,587985572583.0,134.08,134.17,0.01,0.0,10.76,9.25,0.0,123.32,0.007,0.0,8.025,91.975,8.025,682.73,0.0,inf,,12.1,
Malaysia,Asia,Upper-middle,2013,30174269.0,615585637854.0,140.97,141.16,0.14,0.0,13.04,11.8,0.0,127.93,0.099,0.0,9.25,90.75,9.25,666.03,0.06,1300.0,,21.2,
Malaysia,Asia,Upper-middle,2014,30696133.0,652563833807.0,147.47,147.48,0.23,0.0,14.31,13.39,0.0,133.16,0.156,0.0,9.704,90.296,9.704,662.3,0.1,64.3,,9.7,
Malaysia,Asia,Upper-middle,2015,31232796.0,685237676618.0,150.11,150.12,0.27,0.0,14.94,13.92,0.0,135.17,0.18,0.0,9.953,90.047,9.953,669.18,0.12,17.4,,4.4,
Malaysia,Asia,Upper-middle,2016,31789692.0,715730748101.0,156.65,155.99,0.31,0.0,21.09,20.02,0.0,135.56,0.198,0.0,13.463,86.537,13.463,649.28,0.14,14.8,,41.2,
Malaysia,Asia,Upper-middle,2017,32355642.0,757336192678.0,160.64,159.52,0.33,0.0,27.94,26.85,0.0,132.7,0.205,0.0,17.393,82.607,17.393,620.58,0.15,6.5,,32.5,
Malaysia,Asia,Upper-middle,2018,32910963.0,794013962862.0,170.58,169.09,0.63,0.0,28.31,26.33,0.0,142.27,0.369,0.0,16.596,83.404,16.596,630.32,0.28,90.9,,1.3,
Malaysia,Asia,Upper-middle,2019,33440590.0,829053844392.0,178.5,176.84,1.46,0.0,28.8,26.2,0.0,149.7,0.818,0.0,16.134,83.866,16.134,626.05,0.66,131.7,,1.7,
Malaysia,Asia,Upper-middle,2020,33889554.0,783174020832.0,174.01,172.46,2.06,0.0,30.59,27.3,0.0,143.42,1.184,0.0,17.579,82.421,17.579,633.7,0.93,41.1,,6.2,
Malaysia,Asia,Upper-middle,2021,34282404.0,807389756202.0,175.21,174.27,2.3,0.0,33.73,30.2,0.0,141.48,1.313,0.0,19.251,80.749,19.251,611.44,1.03,11.7,,10.3,Carbon neutrality 2050 aspiration
Malaysia,Asia,Upper-middle,2022,34695494.0,877584198429.0,183.63,182.25,2.75,0.0,35.76,31.78,0.0,147.87,1.498,0.0,19.474,80.526,19.474,604.04,1.24,19.6,,6.0,
Malaysia,Asia,Upper-middle,2023,35126295.0,,187.8,186.7,3.24,0.0,35.98,31.51,0.0,151.82,1.725,0.0,19.159,80.841,19.159,607.88,1.46,17.8,,0.6,
Malaysia,Asia,Upper-middle,2024,35557670.0,,198.12,197.04,4.12,0.0,40.35,34.52,0.0,157.77,2.08,0.0,20.366,79.634,20.366,600.44,1.85,27.2,,12.1,
Malaysia,Asia,Upper-middle,2025,35977834.0,,201.09,199.91,4.51,0.0,41.53,35.24,,159.56,2.243,0.0,20.652,79.348,20.652,601.97,2.03,9.5,,2.9,
Mexico,North America,Upper-middle,2000,98625553.0,1241194674661.0,203.62,204.49,0.01,0.02,39.46,33.07,8.22,155.94,0.005,0.01,19.379,76.584,23.416,525.39,0.01,,,,
Mexico,North America,Upper-middle,2001,100099101.0,1251502726420.0,210.22,210.28,0.01,0.02,34.72,28.44,8.73,166.77,0.005,0.01,16.516,79.331,20.669,543.91,0.01,0.0,0.0,-12.0,
Mexico,North America,Upper-middle,2002,101548627.0,1275458026881.0,215.73,215.93,0.01,0.02,30.96,24.86,9.75,175.02,0.005,0.009,14.351,81.129,18.871,553.42,0.01,0.0,0.0,-10.8,
Mexico,North America,Upper-middle,2003,102978517.0,1306677417369.0,224.9,224.03,0.01,0.02,26.83,19.85,10.5,187.57,0.004,0.009,11.93,83.402,16.598,570.17,0.01,0.0,0.0,-13.3,
Mexico,North America,Upper-middle,2004,104394131.0,1373060298988.0,235.39,234.12,0.01,0.02,32.47,25.18,9.19,193.73,0.004,0.008,13.794,82.302,17.698,553.93,0.01,0.0,0.0,21.0,
Mexico,North America,Upper-middle,2005,105811504.0,1427140428046.0,247.97,246.3,0.01,0.02,35.88,27.71,10.8,201.29,0.004,0.008,14.469,81.175,18.825,555.83,0.01,0.0,0.0,10.5,
Mexico,North America,Upper-middle,2006,107253666.0,1510732401129.0,256.25,255.47,0.01,0.05,38.0,30.45,10.87,207.38,0.004,0.02,14.829,80.929,19.071,546.81,0.03,0.0,150.0,5.9,
Mexico,North America,Upper-middle,2007,108774356.0,1572479287017.0,263.26,262.09,0.01,0.25,35.85,27.34,10.42,216.99,0.004,0.095,13.618,82.424,17.576,554.21,0.12,0.0,400.0,-5.7,
Mexico,North America,Upper-middle,2008,110374286.0,1607479004533.0,269.29,268.19,0.02,0.25,47.39,39.22,9.8,212.1,0.007,0.093,17.598,78.763,21.237,522.04,0.12,100.0,0.0,32.2,
Mexico,North America,Upper-middle,2009,111999720.0,1543820957956.0,267.76,266.86,0.03,0.6,34.9,26.72,10.5,222.36,0.011,0.224,13.034,83.045,16.955,554.08,0.28,50.0,140.0,-26.4,
Mexico,North America,Upper-middle,2010,113623898.0,1638271507559.0,275.57,274.62,0.03,1.24,46.47,37.2,5.88,223.22,0.011,0.45,16.863,81.003,18.997,541.93,0.57,0.0,106.7,33.2,
Mexico,North America,Upper-middle,2011,115243503.0,1716088331953.0,292.15,291.45,0.04,1.65,45.93,36.27,10.09,236.13,0.014,0.565,15.721,80.825,19.175,539.79,0.76,33.3,33.1,-1.2,
Mexico,North America,Upper-middle,2012,116818208.0,1774999946047.0,296.39,297.45,0.07,3.69,43.06,31.85,8.77,244.56,0.024,1.245,14.528,82.513,17.487,550.26,1.69,75.0,123.6,-6.2,
Mexico,North America,Upper-middle,2013,118343572.0,1803059285337.0,297.12,297.09,0.11,4.18,40.12,27.96,11.8,245.2,0.037,1.407,13.503,82.526,17.474,546.82,1.93,57.1,13.3,-6.8,
Mexico,North America,Upper-middle,2014,119784265.0,1854551091374.0,303.33,302.8,0.22,6.43,53.64,38.89,9.68,240.01,0.073,2.12,17.684,79.125,20.875,525.6,2.99,100.0,53.8,33.7,
Mexico,North America,Upper-middle,2015,121072310.0,1916008739051.0,310.36,309.69,0.2,8.75,48.24,30.89,11.58,250.54,0.064,2.819,15.543,80.726,19.274,533.9,4.03,-9.1,36.1,-10.1,Clean Energy Law — 35% clean by 2024
Mexico,North America,Upper-middle,2016,122251344.0,1961906742138.0,320.35,320.61,0.25,10.38,48.98,30.03,10.57,260.8,0.078,3.24,15.29,81.411,18.589,537.6,4.78,25.0,18.6,1.5,
Mexico,North America,Upper-middle,2017,123400052.0,2007719438156.0,329.09,329.44,1.19,10.62,50.78,30.88,10.88,267.43,0.362,3.227,15.43,81.263,18.737,533.68,5.31,376.0,2.3,3.7,
Mexico,North America,Upper-middle,2018,124573713.0,2051539127317.0,349.29,350.54,3.21,12.44,55.24,32.23,13.55,280.5,0.919,3.562,15.815,80.306,19.694,523.92,7.04,169.7,17.1,8.8,
Mexico,North America,Upper-middle,2019,125762978.0,2047701179708.0,344.57,345.39,9.96,16.73,57.5,23.6,11.19,275.88,2.891,4.855,16.687,80.065,19.935,525.73,12.01,210.3,34.5,4.1,
Mexico,North America,Upper-middle,2020,126799053.0,1880176557054.0,325.73,329.74,15.84,19.7,69.37,26.82,11.18,245.18,4.863,6.048,21.297,75.271,24.729,484.05,15.99,59.0,17.8,20.6,
Mexico,North America,Upper-middle,2021,127648151.0,1973141022977.0,328.59,327.63,20.19,21.07,82.09,34.72,11.92,234.58,6.144,6.412,24.983,71.39,28.61,456.25,18.57,27.5,7.0,18.3,
Mexico,North America,Upper-middle,2022,128613116.0,2033437602787.0,340.15,339.88,20.34,20.53,83.13,35.56,10.85,246.17,5.98,6.036,24.439,72.371,27.629,464.38,18.39,0.7,-2.6,1.3,
Mexico,North America,Upper-middle,2023,129739761.0,,351.7,350.66,23.34,20.7,71.28,20.61,12.39,268.03,6.636,5.886,20.267,76.21,23.79,489.05,19.82,14.7,0.8,-14.3,
Mexico,North America,Upper-middle,2024,130861001.0,,355.18,354.87,25.72,19.75,75.0,23.54,12.31,267.87,7.241,5.561,21.116,75.418,24.582,483.14,20.46,10.2,-4.6,5.2,
Mexico,North America,Upper-middle,2025,131946897.0,,356.97,356.66,26.34,21.38,82.43,28.75,10.16,264.38,7.379,5.989,23.092,74.062,25.938,474.02,21.47,2.4,8.3,9.9,
Netherlands,Europe,High,2000,16058757.0,603803040978.0,88.06,106.97,0.01,0.83,2.97,0.14,3.93,81.16,0.011,0.943,3.373,92.164,7.836,540.31,0.38,,,,
Netherlands,Europe,High,2001,16182705.0,620170874924.0,92.14,109.42,0.01,0.83,3.31,0.12,3.98,84.85,0.011,0.901,3.592,92.088,7.912,541.03,0.38,0.0,0.0,11.4,
Netherlands,Europe,High,2002,16288060.0,624424625610.0,94.64,111.02,0.02,0.95,3.98,0.11,3.91,86.75,0.021,1.004,4.205,91.663,8.337,538.78,0.44,100.0,14.5,20.2,
Netherlands,Europe,High,2003,16366914.0,629811489833.0,95.47,112.46,0.03,1.32,3.96,0.07,4.02,87.49,0.031,1.383,4.148,91.641,8.359,540.8,0.61,50.0,38.9,-0.5,
Netherlands,Europe,High,2004,16425562.0,646331449347.0,99.82,116.04,0.03,1.87,5.3,0.09,3.82,90.7,0.03,1.873,5.31,90.864,9.136,522.74,0.86,0.0,41.7,33.8,
Netherlands,Europe,High,2005,16465707.0,664118269501.0,98.53,116.82,0.04,2.07,7.46,0.09,4.0,87.07,0.041,2.101,7.571,88.369,11.631,511.72,0.95,33.3,10.7,40.8,
Netherlands,Europe,High,2006,16493851.0,691453801614.0,97.52,118.98,0.04,2.74,8.06,0.11,3.47,85.99,0.041,2.81,8.265,88.177,11.823,511.38,1.25,0.0,32.4,8.0,
Netherlands,Europe,High,2007,16531360.0,721200009128.0,103.68,121.29,0.04,3.44,7.59,0.11,4.2,91.89,0.039,3.318,7.321,88.628,11.372,509.74,1.57,0.0,25.5,-5.8,
Netherlands,Europe,High,2008,16597259.0,737705013303.0,106.21,122.06,0.04,4.26,9.53,0.1,4.17,92.51,0.038,4.011,8.973,87.101,12.899,494.4,1.94,0.0,23.8,25.6,
Netherlands,Europe,High,2009,16684148.0,713986817901.0,112.35,117.24,0.04,4.58,10.83,0.1,4.25,97.27,0.036,4.077,9.64,86.578,13.422,486.69,2.08,0.0,7.5,13.6,
Netherlands,Europe,High,2010,16771232.0,728193221597.0,118.1,120.88,0.06,3.99,11.19,0.1,3.97,102.94,0.051,3.378,9.475,87.163,12.837,478.15,1.82,50.0,-12.9,3.3,
Netherlands,Europe,High,2011,16851061.0,744614396708.0,112.64,121.73,0.1,5.1,12.32,0.06,4.14,96.18,0.089,4.528,10.938,85.387,14.613,472.3,2.34,66.7,27.8,10.1,
Netherlands,Europe,High,2012,16915191.0,736942199791.0,102.27,119.38,0.19,4.98,12.47,0.1,3.91,85.89,0.186,4.869,12.193,83.984,16.016,494.48,2.33,90.0,-2.4,1.2,
Netherlands,Europe,High,2013,16967066.0,735982982299.0,100.56,118.8,0.41,5.63,12.1,0.11,2.89,85.57,0.408,5.599,12.033,85.093,14.907,500.6,2.72,115.8,13.1,-3.0,
Netherlands,Europe,High,2014,17030085.0,746458868661.0,102.1,116.83,0.73,5.8,11.65,0.11,4.09,86.36,0.715,5.681,11.41,84.584,15.416,521.25,2.94,78.0,3.0,-3.7,
Netherlands,Europe,High,2015,17107429.0,761083250759.0,108.99,117.74,1.11,7.55,13.69,0.09,4.08,91.22,1.018,6.927,12.561,83.696,16.304,551.43,3.9,52.1,30.2,17.5,
Netherlands,Europe,High,2016,17204693.0,777764090323.0,113.96,118.87,1.6,8.17,14.78,0.1,3.96,95.22,1.404,7.169,12.969,83.556,16.444,524.57,4.4,44.1,8.2,8.0,
Netherlands,Europe,High,2017,17315376.0,800404023156.0,116.04,119.55,2.2,10.57,17.43,0.06,3.4,95.21,1.896,9.109,15.021,82.049,17.951,489.66,5.75,37.5,29.4,17.9,
Netherlands,Europe,High,2018,17421285.0,819300805024.0,113.1,121.07,3.71,10.55,18.88,0.07,3.51,90.71,3.28,9.328,16.693,80.203,19.797,467.11,6.42,68.6,-0.2,8.3,
Netherlands,Europe,High,2019,17537505.0,835323029559.0,120.05,120.91,5.4,11.51,22.8,0.07,3.91,93.34,4.498,9.588,18.992,77.751,22.249,410.0,7.61,45.6,9.1,20.8,Climate Agreement — 49% CO2 cut by 2030
Netherlands,Europe,High,2020,17636732.0,802861622095.0,121.96,119.3,8.57,15.27,32.73,0.05,4.09,85.14,7.027,12.52,26.837,69.81,30.19,342.9,10.73,58.7,32.7,43.6,
Netherlands,Europe,High,2021,17730565.0,841906706612.0,120.89,121.14,11.3,18.13,40.44,0.09,3.83,76.62,9.347,14.997,33.452,63.38,36.62,351.97,13.24,31.9,18.7,23.6,
Netherlands,Europe,High,2022,17904421.0,879609110665.0,119.96,115.69,16.66,21.57,48.1,0.05,4.16,67.7,13.888,17.981,40.097,56.435,43.565,325.61,17.2,47.4,19.0,18.9,
Netherlands,Europe,High,2023,18092526.0,,119.96,114.3,19.61,29.52,56.84,0.07,3.99,59.13,16.347,24.608,47.382,49.291,50.709,268.17,22.11,17.7,36.9,18.2,
Netherlands,Europe,High,2024,18228740.0,,122.33,118.11,21.82,33.48,62.07,0.09,3.57,56.69,17.837,27.369,50.74,46.342,53.658,250.72,24.88,11.3,13.4,9.2,
Netherlands,Europe,High,2025,18346823.0,,134.96,121.11,28.5,33.7,69.1,0.05,3.99,61.87,21.117,24.97,51.2,45.843,54.157,253.56,27.99,30.6,0.7,11.3,
Norway,Europe,High,2000,4490864.0,242751277829.0,142.52,123.47,0.0,0.03,142.11,141.82,0.0,0.41,0.0,0.021,99.712,0.288,99.712,25.75,0.01,,,,
Norway,Europe,High,2001,4513650.0,255455331302.0,121.32,124.89,0.0,0.03,120.74,120.46,0.0,0.58,0.0,0.025,99.522,0.478,99.522,26.87,0.01,,0.0,-15.0,
Norway,Europe,High,2002,4538016.0,267081351259.0,130.24,120.53,0.0,0.08,129.7,129.37,0.0,0.54,0.0,0.061,99.585,0.415,99.585,26.49,0.04,,166.7,7.4,
Norway,Europe,High,2003,4564666.0,277856282106.0,106.67,114.54,0.0,0.22,106.03,105.48,0.0,0.64,0.0,0.206,99.4,0.6,99.4,27.75,0.1,,175.0,-18.2,
Norway,Europe,High,2004,4591739.0,297743119876.0,110.1,121.55,0.0,0.25,109.39,108.78,0.0,0.71,0.0,0.227,99.355,0.645,99.355,27.88,0.11,,13.6,3.2,
Norway,Europe,High,2005,4623120.0,314940774381.0,137.25,125.21,0.0,0.5,136.52,135.69,0.0,0.73,0.0,0.364,99.468,0.532,99.468,26.96,0.22,,100.0,24.8,
Norway,Europe,High,2006,4660487.0,332457531096.0,121.22,122.07,0.0,0.64,120.4,119.37,0.0,0.82,0.0,0.528,99.324,0.676,99.324,27.88,0.29,,28.0,-11.8,
Norway,Europe,High,2007,4709017.0,352692911227.0,136.11,126.08,0.0,0.89,134.94,133.66,0.0,1.17,0.0,0.654,99.14,0.86,99.14,28.58,0.4,,39.1,12.1,
Norway,Europe,High,2008,4768097.0,364943654963.0,141.19,127.33,0.0,0.91,140.35,139.04,0.0,0.84,0.0,0.645,99.405,0.595,99.405,27.48,0.41,,2.2,4.0,98% hydropower — fossil-free grid milestone
Norway,Europe,High,2009,4828625.0,370113292846.0,130.97,121.99,0.0,0.97,126.48,125.28,0.0,4.49,0.0,0.741,96.572,3.428,96.572,39.09,0.44,,6.6,-9.9,
Norway,Europe,High,2010,4889160.0,383760934305.0,123.14,130.69,0.0,0.87,117.96,116.74,0.0,5.18,0.0,0.707,95.793,4.207,95.793,42.88,0.39,,-10.3,-6.7,
Norway,Europe,High,2011,4952969.0,399420041611.0,125.93,122.85,0.0,1.29,121.91,120.28,0.0,4.02,0.0,1.024,96.808,3.192,96.808,38.36,0.58,,48.3,3.3,
Norway,Europe,High,2012,5018453.0,410276121127.0,146.18,128.36,0.0,1.54,143.59,141.72,0.0,2.59,0.0,1.053,98.228,1.772,98.228,32.15,0.69,,19.4,17.8,
Norway,Europe,High,2013,5080126.0,414445317738.0,133.14,128.13,0.0,1.88,130.42,128.14,0.0,2.72,0.0,1.412,97.957,2.043,97.957,33.95,0.85,,22.1,-9.2,
Norway,Europe,High,2014,5137397.0,422933730082.0,140.88,125.3,0.0,2.22,137.94,135.47,0.0,2.94,0.0,1.576,97.913,2.087,97.913,33.93,1.0,,18.1,5.8,
Norway,Europe,High,2015,5189777.0,430788988142.0,143.0,128.35,0.0,2.52,140.07,137.3,0.0,2.93,0.0,1.762,97.951,2.049,97.951,33.64,1.13,,13.5,1.5,
Norway,Europe,High,2016,5235974.0,435806553454.0,148.03,131.62,0.0,2.11,145.15,142.81,0.0,2.88,0.0,1.425,98.054,1.946,98.054,33.1,0.95,,-16.3,3.6,
Norway,Europe,High,2017,5276807.0,446543702505.0,148.27,133.11,0.0,2.85,145.48,142.37,0.0,2.79,0.0,1.922,98.118,1.882,98.118,32.98,1.28,,35.1,0.2,
Norway,Europe,High,2018,5311751.0,450245217440.0,145.94,135.79,0.0,3.87,143.05,138.98,0.0,2.89,0.0,2.652,98.02,1.98,98.02,33.1,1.74,,35.8,-1.7,
Norway,Europe,High,2019,5347733.0,455304831150.0,133.83,133.87,0.01,5.52,131.07,125.29,0.0,2.76,0.007,4.125,97.938,2.062,97.938,33.48,2.49,inf,42.6,-8.4,
Norway,Europe,High,2020,5379275.0,449485260525.0,154.32,133.85,0.08,9.91,152.03,141.8,0.0,2.29,0.052,6.422,98.516,1.484,98.516,30.39,4.5,700.0,79.5,16.0,
Norway,Europe,High,2021,5408082.0,467007972731.0,157.13,139.55,0.11,11.76,156.06,143.97,0.0,1.07,0.07,7.484,99.319,0.681,99.319,26.92,5.34,37.5,18.7,2.7,
Norway,Europe,High,2022,5456796.0,482328451592.0,145.42,132.9,0.17,14.8,143.45,128.24,0.0,1.97,0.117,10.177,98.645,1.355,98.645,29.64,6.74,54.5,25.9,-8.1,
Norway,Europe,High,2023,5519167.0,,153.63,135.89,0.36,13.96,151.28,136.71,0.0,2.35,0.234,9.087,98.47,1.53,98.47,30.46,6.44,111.8,-5.7,5.5,
Norway,Europe,High,2024,5576656.0,,157.11,138.67,0.53,14.6,154.92,139.55,0.0,2.19,0.337,9.293,98.606,1.394,98.606,29.66,6.81,47.2,4.6,2.4,
Norway,Europe,High,2025,5623074.0,,160.81,137.71,0.53,13.56,159.2,144.77,0.0,1.61,0.33,8.432,98.999,1.001,98.999,28.11,6.34,0.0,-7.1,2.8,
Pakistan,Asia,Lower-middle,2000,154879124.0,459798536606.0,66.49,66.49,0.0,0.0,17.19,17.19,0.38,48.92,0.0,0.0,25.854,73.575,26.425,499.93,0.0,,,,
Pakistan,Asia,Lower-middle,2001,159270910.0,477964444881.0,72.11,72.11,0.0,0.0,18.94,18.94,1.98,51.19,0.0,0.0,26.265,70.989,29.011,483.71,0.0,,,10.2,
Pakistan,Asia,Lower-middle,2002,163222552.0,504824722487.0,75.77,75.77,0.0,0.0,22.35,22.35,1.8,51.62,0.0,0.0,29.497,68.127,31.873,465.62,0.0,,,18.0,
Pakistan,Asia,Lower-middle,2003,167110250.0,543920300431.0,82.08,82.15,0.0,0.0,28.14,26.94,1.81,52.13,0.0,0.0,34.284,63.511,36.489,442.37,0.0,,,25.9,
Pakistan,Asia,Lower-middle,2004,171285999.0,592025705114.0,85.96,86.07,0.0,0.0,26.87,25.67,1.93,57.16,0.0,0.0,31.259,66.496,33.504,461.84,0.0,,,-4.5,
Pakistan,Asia,Lower-middle,2005,175453212.0,641139042718.0,94.56,94.71,0.0,0.0,31.86,30.86,2.41,60.29,0.0,0.0,33.693,63.758,36.242,441.73,0.0,,,18.6,
Pakistan,Asia,Lower-middle,2006,179682690.0,685965623310.0,99.53,99.7,0.0,0.0,33.01,31.95,2.55,63.97,0.0,0.0,33.166,64.272,35.728,442.98,0.0,,,3.6,
Pakistan,Asia,Lower-middle,2007,184493231.0,719253757580.0,96.15,96.35,0.0,0.0,29.96,28.71,2.31,63.88,0.0,0.0,31.16,66.438,33.562,456.68,0.0,,,-9.2,
Pakistan,Asia,Lower-middle,2008,189499112.0,746912719652.0,93.01,93.24,0.0,0.0,29.06,27.78,1.74,62.21,0.0,0.0,31.244,66.885,33.115,459.09,0.0,,,-3.0,
Pakistan,Asia,Lower-middle,2009,194376535.0,774880575078.0,96.11,96.36,0.0,0.01,29.1,28.09,2.64,64.37,0.0,0.01,30.278,66.975,33.025,458.23,0.0,,inf,0.1,
